model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
roberta,sum,fb237_v1_ind_seed7001,50,1.0,16,7001,0.658,0.5935,0.9409,0.7649,0.7454,0.5935,0.8832,0.9579,68.7,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v1_ind_seed7005,100,10.0,32,7005,0.6573,0.619,0.9414,0.7808,0.7677,0.619,0.8952,0.9667,118.9,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v1_ind_seed7009,100,10.0,32,7009,0.6244,0.6522,0.941,0.7751,0.7722,0.6522,0.8744,0.971,119.6,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v1_ind_seed7001,100,10.0,48,7001,0.6632,0.6542,0.9399,0.7847,0.7868,0.6542,0.9112,0.9626,120.1,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7005,100,10.0,48,7005,0.6901,0.619,0.9414,0.802,0.7647,0.619,0.8905,0.9762,120.5,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v1_ind_seed7009,100,10.0,48,7009,0.6294,0.6473,0.9405,0.7777,0.7772,0.6473,0.8841,0.9807,120.0,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v1_ind_seed7001,100,10.0,64,7001,0.6891,0.6449,0.9409,0.8018,0.7808,0.6449,0.9112,0.972,119.7,Reach max iteration 50 | best_iter=34
roberta,sum,fb237_v1_ind_seed7005,100,10.0,64,7005,0.6901,0.6381,0.9414,0.8029,0.7789,0.6381,0.9095,0.9619,118.8,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7009,100,10.0,64,7009,0.6396,0.6618,0.9405,0.7842,0.7871,0.6618,0.8986,0.9758,119.5,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7001,100,10.0,80,7001,0.6788,0.6355,0.9409,0.7931,0.7789,0.6355,0.9159,0.972,120.9,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7005,100,10.0,80,7005,0.6948,0.6238,0.9414,0.8034,0.7684,0.6238,0.8952,0.9667,120.7,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v1_ind_seed7009,100,10.0,80,7009,0.6396,0.657,0.9405,0.7821,0.7745,0.657,0.8647,0.9807,119.7,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7001,100,10.0,96,7001,0.6891,0.6215,0.9409,0.7986,0.7744,0.6215,0.9112,0.9766,120.9,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7005,100,10.0,96,7005,0.6995,0.6333,0.9414,0.8061,0.7731,0.6333,0.8952,0.9667,120.9,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v1_ind_seed7009,100,10.0,96,7009,0.6244,0.6473,0.931,0.7714,0.7632,0.6473,0.8502,0.9614,120.9,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v1_ind_seed7001,100,50.0,16,7001,0.6943,0.6262,0.8868,0.8092,0.7752,0.6262,0.9112,0.9813,118.9,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v1_ind_seed7005,100,50.0,16,7005,0.6995,0.6667,0.9066,0.8074,0.7967,0.6667,0.919,0.9762,118.4,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7009,100,50.0,16,7009,0.6497,0.7101,0.91,0.7904,0.8123,0.7101,0.8986,0.9807,117.8,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7001,100,50.0,32,7001,0.715,0.6402,0.9129,0.8171,0.7855,0.6402,0.9206,0.972,119.4,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7005,100,50.0,32,7005,0.6995,0.6524,0.9218,0.8132,0.7923,0.6524,0.9238,0.9857,120.2,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v1_ind_seed7009,100,50.0,32,7009,0.665,0.6763,0.921,0.801,0.8013,0.6763,0.9034,0.9903,120.5,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v1_ind_seed7001,100,50.0,48,7001,0.6995,0.6729,0.9224,0.8114,0.8053,0.6729,0.9346,0.972,119.6,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v1_ind_seed7005,100,50.0,48,7005,0.6948,0.6905,0.9177,0.8128,0.8151,0.6905,0.9286,0.9857,119.6,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7009,100,50.0,48,7009,0.6599,0.6908,0.9025,0.7905,0.8068,0.6908,0.9082,0.9903,119.7,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v1_ind_seed7001,100,50.0,64,7001,0.6943,0.6636,0.9094,0.8077,0.7982,0.6636,0.9299,0.9813,119.7,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7005,100,50.0,64,7005,0.6854,0.6524,0.9248,0.8097,0.7921,0.6524,0.9238,0.9762,121.0,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v1_ind_seed7009,100,50.0,64,7009,0.6701,0.6957,0.901,0.7978,0.8051,0.6957,0.8841,0.9903,119.9,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v1_ind_seed7001,100,50.0,80,7001,0.6995,0.6682,0.9224,0.8136,0.8041,0.6682,0.9299,0.972,118.8,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v1_ind_seed7005,100,50.0,80,7005,0.7042,0.6905,0.9152,0.8132,0.8143,0.6905,0.9286,0.9857,120.1,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7009,100,50.0,80,7009,0.6751,0.6908,0.913,0.8045,0.8084,0.6908,0.9082,0.9758,121.2,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7001,100,50.0,96,7001,0.6943,0.6589,0.9214,0.8112,0.797,0.6589,0.9252,0.9766,122.6,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7005,100,50.0,96,7005,0.6995,0.6762,0.9096,0.8118,0.8068,0.6762,0.9238,0.981,120.9,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7009,100,50.0,96,7009,0.6447,0.6908,0.907,0.7894,0.8083,0.6908,0.9082,0.9807,121.3,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v1_ind_seed7001,100,100.0,16,7001,0.7047,0.6682,0.8338,0.8078,0.7984,0.6682,0.9112,0.9673,78.6,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v1_ind_seed7005,100,100.0,16,7005,0.7136,0.6762,0.8385,0.8186,0.7974,0.6762,0.8952,0.981,78.9,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v1_ind_seed7009,100,100.0,16,7009,0.6904,0.7198,0.8145,0.8058,0.8236,0.7198,0.9082,0.9855,78.4,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7001,100,100.0,32,7001,0.7202,0.7056,0.8292,0.8234,0.821,0.7056,0.9206,0.9813,97.9,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7005,100,100.0,32,7005,0.7183,0.681,0.8511,0.8192,0.8082,0.681,0.9286,0.981,95.8,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7009,100,100.0,32,7009,0.6954,0.6812,0.864,0.818,0.8077,0.6812,0.9227,0.9952,97.8,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v1_ind_seed7001,100,100.0,48,7001,0.7254,0.6636,0.8363,0.8249,0.7985,0.6636,0.9252,0.986,113.4,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7005,100,100.0,48,7005,0.7136,0.719,0.8304,0.8194,0.8261,0.719,0.9143,0.9952,117.1,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7009,100,100.0,48,7009,0.6904,0.7005,0.8575,0.8082,0.8138,0.7005,0.913,0.9952,118.1,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7001,100,100.0,64,7001,0.7098,0.7009,0.8433,0.8171,0.82,0.7009,0.9346,0.9766,118.8,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7005,100,100.0,64,7005,0.7183,0.6762,0.8688,0.8245,0.8094,0.6762,0.9286,0.981,120.6,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v1_ind_seed7009,100,100.0,64,7009,0.6954,0.7343,0.8395,0.8127,0.8292,0.7343,0.9034,0.9952,119.4,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7001,100,100.0,80,7001,0.7202,0.6822,0.8473,0.8243,0.8089,0.6822,0.9206,0.9766,121.2,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7005,100,100.0,80,7005,0.723,0.6952,0.8728,0.8268,0.8175,0.6952,0.9381,0.9857,120.5,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7009,100,100.0,80,7009,0.6802,0.6812,0.883,0.8091,0.8083,0.6812,0.9227,0.9855,119.3,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v1_ind_seed7001,100,100.0,96,7001,0.7202,0.6729,0.8693,0.8259,0.8078,0.6729,0.9346,0.9766,120.2,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7005,100,100.0,96,7005,0.7136,0.6667,0.8788,0.8214,0.8014,0.6667,0.9286,0.9857,120.9,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v1_ind_seed7009,100,100.0,96,7009,0.6751,0.686,0.882,0.8056,0.8087,0.686,0.9227,0.9855,120.0,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v1_ind_seed7001,100,500.0,16,7001,0.5699,0.5327,0.5373,0.6801,0.6566,0.5327,0.7477,0.8551,55.9,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7005,100,500.0,16,7005,0.5023,0.519,0.5543,0.636,0.6538,0.519,0.7333,0.8905,56.3,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v1_ind_seed7009,100,500.0,16,7009,0.5228,0.5411,0.5385,0.6608,0.674,0.5411,0.7681,0.8792,56.9,Reach max iteration 50 | best_iter=44
roberta,sum,fb237_v1_ind_seed7001,100,500.0,32,7001,0.6218,0.5888,0.5984,0.7288,0.7092,0.5888,0.7804,0.9112,57.2,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v1_ind_seed7005,100,500.0,32,7005,0.5728,0.5714,0.5926,0.7022,0.6992,0.5714,0.7857,0.8905,57.2,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v1_ind_seed7009,100,500.0,32,7009,0.5838,0.628,0.6025,0.7114,0.7391,0.628,0.8213,0.9034,58.0,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v1_ind_seed7001,100,500.0,48,7001,0.6477,0.6028,0.6324,0.7532,0.7243,0.6028,0.7991,0.9346,59.6,Reach max iteration 50 | best_iter=31
roberta,sum,fb237_v1_ind_seed7005,100,500.0,48,7005,0.5634,0.5667,0.6098,0.7002,0.6991,0.5667,0.7905,0.9,58.8,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7009,100,500.0,48,7009,0.6091,0.6812,0.6295,0.7262,0.7753,0.6812,0.8406,0.9179,59.0,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v1_ind_seed7001,100,500.0,64,7001,0.6736,0.6121,0.643,0.7706,0.7324,0.6121,0.8178,0.9346,59.5,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v1_ind_seed7005,100,500.0,64,7005,0.6197,0.6,0.6441,0.7446,0.7257,0.6,0.8095,0.9238,59.1,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v1_ind_seed7009,100,500.0,64,7009,0.6193,0.6812,0.664,0.7378,0.7795,0.6812,0.8502,0.9372,59.5,Reach max iteration 50 | best_iter=25
roberta,sum,fb237_v1_ind_seed7001,100,500.0,80,7001,0.6891,0.6262,0.675,0.7813,0.7467,0.6262,0.8318,0.9486,64.7,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v1_ind_seed7005,100,500.0,80,7005,0.6103,0.5905,0.6431,0.7395,0.7233,0.5905,0.8286,0.9238,60.2,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v1_ind_seed7009,100,500.0,80,7009,0.6244,0.6618,0.675,0.7439,0.7731,0.6618,0.8599,0.942,69.0,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7001,100,500.0,96,7001,0.6995,0.6215,0.6715,0.7882,0.7495,0.6215,0.8458,0.9486,73.0,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7005,100,500.0,96,7005,0.6573,0.6238,0.6709,0.7676,0.7418,0.6238,0.8095,0.9429,69.3,Reach max iteration 50 | best_iter=28
roberta,sum,fb237_v1_ind_seed7009,100,500.0,96,7009,0.6345,0.6957,0.682,0.7498,0.7962,0.6957,0.8841,0.9469,76.5,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v1_ind_seed7001,100,1000.0,16,7001,0.3627,0.3178,0.3505,0.4903,0.4628,0.3178,0.5187,0.7523,53.3,Reach max iteration 50 | best_iter=40
roberta,sum,fb237_v1_ind_seed7005,100,1000.0,16,7005,0.2911,0.2571,0.3009,0.4443,0.426,0.2571,0.5333,0.7571,42.5,Reach max iteration 50 | best_iter=1
roberta,sum,fb237_v1_ind_seed7009,100,1000.0,16,7009,0.3553,0.372,0.36,0.4914,0.5039,0.372,0.57,0.7729,50.1,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v1_ind_seed7001,100,1000.0,32,7001,0.4508,0.4112,0.4261,0.5581,0.5454,0.4112,0.6308,0.7757,54.6,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v1_ind_seed7005,100,1000.0,32,7005,0.385,0.4095,0.4271,0.5273,0.5458,0.4095,0.619,0.8,54.9,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v1_ind_seed7009,100,1000.0,32,7009,0.4213,0.4589,0.43,0.5576,0.5793,0.4589,0.6473,0.8261,54.8,Reach max iteration 50 | best_iter=29
roberta,sum,fb237_v1_ind_seed7001,100,1000.0,48,7001,0.4819,0.4486,0.4662,0.6165,0.5954,0.4486,0.7009,0.8178,54.6,Reach max iteration 50 | best_iter=39
roberta,sum,fb237_v1_ind_seed7005,100,1000.0,48,7005,0.4178,0.4476,0.474,0.5637,0.5859,0.4476,0.6619,0.8238,54.9,Reach max iteration 50 | best_iter=28
roberta,sum,fb237_v1_ind_seed7009,100,1000.0,48,7009,0.4365,0.5024,0.4545,0.58,0.618,0.5024,0.6715,0.8502,54.6,Reach max iteration 50 | best_iter=29
roberta,sum,fb237_v1_ind_seed7001,100,1000.0,64,7001,0.5233,0.4953,0.5008,0.645,0.6288,0.4953,0.715,0.8318,55.0,Reach max iteration 50 | best_iter=39
roberta,sum,fb237_v1_ind_seed7005,100,1000.0,64,7005,0.446,0.4762,0.4927,0.5839,0.6062,0.4762,0.6857,0.8524,55.3,Reach max iteration 50 | best_iter=25
roberta,sum,fb237_v1_ind_seed7009,100,1000.0,64,7009,0.4721,0.5121,0.492,0.6098,0.6417,0.5121,0.7343,0.8696,55.0,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v1_ind_seed7001,100,1000.0,80,7001,0.544,0.5093,0.5073,0.6629,0.6421,0.5093,0.7196,0.8551,55.0,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v1_ind_seed7005,100,1000.0,80,7005,0.4695,0.4905,0.5109,0.6016,0.6236,0.4905,0.7095,0.8476,56.9,Reach max iteration 50 | best_iter=29
roberta,sum,fb237_v1_ind_seed7009,100,1000.0,80,7009,0.5076,0.5556,0.5115,0.6364,0.6672,0.5556,0.7391,0.8744,56.1,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v1_ind_seed7001,100,1000.0,96,7001,0.5492,0.4907,0.5123,0.6674,0.6319,0.4907,0.7243,0.8738,56.4,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v1_ind_seed7005,100,1000.0,96,7005,0.4742,0.5048,0.5265,0.6113,0.6359,0.5048,0.719,0.8619,56.2,Reach max iteration 50 | best_iter=40
roberta,sum,fb237_v1_ind_seed7009,100,1000.0,96,7009,0.5381,0.57,0.5245,0.6577,0.6854,0.57,0.7536,0.8792,55.7,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v1_ind_seed7001,125,1.0,16,7001,0.6425,0.6215,0.9409,0.7672,0.7608,0.6215,0.8972,0.9579,140.4,Reach max iteration 50 | best_iter=36
roberta,sum,fb237_v1_ind_seed7005,125,1.0,16,7005,0.662,0.5952,0.9414,0.7811,0.7438,0.5952,0.8762,0.9524,141.5,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v1_ind_seed7009,125,1.0,16,7009,0.6244,0.657,0.941,0.7691,0.7713,0.657,0.8599,0.9614,140.8,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v1_ind_seed7001,125,1.0,32,7001,0.6632,0.6215,0.9409,0.7792,0.7608,0.6215,0.8832,0.9486,144.1,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7005,125,1.0,32,7005,0.662,0.6333,0.9414,0.7803,0.7703,0.6333,0.8857,0.9571,144.6,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v1_ind_seed7009,125,1.0,32,7009,0.6142,0.6715,0.941,0.7675,0.7819,0.6715,0.8647,0.9614,144.2,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v1_ind_seed7001,125,1.0,48,7001,0.658,0.6355,0.9409,0.7795,0.7736,0.6355,0.8925,0.9533,143.0,Reach max iteration 50 | best_iter=35
roberta,sum,fb237_v1_ind_seed7005,125,1.0,48,7005,0.6526,0.6,0.9414,0.778,0.7508,0.6,0.8857,0.9714,143.3,Reach max iteration 50 | best_iter=37
roberta,sum,fb237_v1_ind_seed7009,125,1.0,48,7009,0.6142,0.6473,0.941,0.7683,0.7732,0.6473,0.8841,0.9758,144.6,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v1_ind_seed7001,125,1.0,64,7001,0.6788,0.6495,0.9409,0.7895,0.7831,0.6495,0.8972,0.9766,145.9,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v1_ind_seed7005,125,1.0,64,7005,0.662,0.6143,0.9414,0.7824,0.7548,0.6143,0.8905,0.9619,146.5,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v1_ind_seed7009,125,1.0,64,7009,0.6244,0.6329,0.941,0.766,0.7599,0.6329,0.8551,0.9469,143.4,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v1_ind_seed7001,125,1.0,80,7001,0.6995,0.6402,0.9409,0.8042,0.7798,0.6402,0.9159,0.9579,143.8,Reach max iteration 50 | best_iter=30
roberta,sum,fb237_v1_ind_seed7005,125,1.0,80,7005,0.6761,0.6048,0.9414,0.788,0.7569,0.6048,0.8952,0.9667,144.3,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v1_ind_seed7009,125,1.0,80,7009,0.6294,0.6473,0.941,0.7691,0.7722,0.6473,0.8744,0.9758,144.4,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v1_ind_seed7001,125,1.0,96,7001,0.6632,0.6495,0.9409,0.7834,0.7856,0.6495,0.9159,0.972,146.2,Reach max iteration 50 | best_iter=42
roberta,sum,fb237_v1_ind_seed7005,125,1.0,96,7005,0.6667,0.6238,0.9414,0.7871,0.7616,0.6238,0.8714,0.9619,144.0,Reach max iteration 50 | best_iter=44
roberta,sum,fb237_v1_ind_seed7009,125,1.0,96,7009,0.6193,0.6425,0.941,0.7684,0.7686,0.6425,0.8744,0.9517,146.4,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v1_ind_seed7001,125,5.0,16,7001,0.6632,0.6075,0.9409,0.7803,0.7574,0.6075,0.8972,0.972,140.6,Reach max iteration 50 | best_iter=39
roberta,sum,fb237_v1_ind_seed7005,125,5.0,16,7005,0.6573,0.6143,0.9414,0.78,0.7624,0.6143,0.9048,0.9667,139.8,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7009,125,5.0,16,7009,0.6193,0.6618,0.941,0.7684,0.7807,0.6618,0.8744,0.9662,141.9,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v1_ind_seed7001,125,5.0,32,7001,0.6736,0.6028,0.9409,0.7903,0.7532,0.6028,0.8879,0.9486,142.6,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v1_ind_seed7005,125,5.0,32,7005,0.662,0.6333,0.9414,0.7822,0.7696,0.6333,0.8905,0.9667,139.2,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v1_ind_seed7009,125,5.0,32,7009,0.6294,0.6522,0.941,0.7794,0.7765,0.6522,0.8696,0.9807,142.1,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v1_ind_seed7001,125,5.0,48,7001,0.6839,0.6355,0.9409,0.7963,0.7754,0.6355,0.9065,0.9579,142.1,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v1_ind_seed7005,125,5.0,48,7005,0.6761,0.6286,0.9414,0.7922,0.7712,0.6286,0.9143,0.9619,144.0,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v1_ind_seed7009,125,5.0,48,7009,0.6294,0.6473,0.941,0.7772,0.7749,0.6473,0.8792,0.9807,142.9,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7001,125,5.0,64,7001,0.6788,0.6355,0.9409,0.7965,0.7735,0.6355,0.8972,0.9673,142.1,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v1_ind_seed7005,125,5.0,64,7005,0.6714,0.6238,0.9414,0.7927,0.7687,0.6238,0.9048,0.9667,144.1,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v1_ind_seed7009,125,5.0,64,7009,0.6193,0.6473,0.941,0.7653,0.7697,0.6473,0.8696,0.9614,141.5,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v1_ind_seed7001,125,5.0,80,7001,0.7047,0.6262,0.9409,0.8084,0.7703,0.6262,0.8972,0.9766,141.4,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7005,125,5.0,80,7005,0.6948,0.6095,0.9414,0.8015,0.7651,0.6095,0.9,0.9667,141.2,Reach max iteration 50 | best_iter=32
roberta,sum,fb237_v1_ind_seed7009,125,5.0,80,7009,0.6396,0.6425,0.941,0.7791,0.7742,0.6425,0.8937,0.9807,143.9,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v1_ind_seed7001,125,5.0,96,7001,0.6891,0.6449,0.9409,0.7971,0.7829,0.6449,0.9206,0.9579,147.9,Reach max iteration 50 | best_iter=28
roberta,sum,fb237_v1_ind_seed7005,125,5.0,96,7005,0.6854,0.619,0.9414,0.7993,0.7609,0.619,0.881,0.9619,143.6,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v1_ind_seed7009,125,5.0,96,7009,0.6193,0.6473,0.941,0.7719,0.7764,0.6473,0.8889,0.9517,143.7,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v1_ind_seed7001,125,10.0,16,7001,0.6477,0.6075,0.9409,0.7739,0.7594,0.6075,0.8972,0.9579,141.2,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7005,125,10.0,16,7005,0.6901,0.6238,0.9414,0.8028,0.7681,0.6238,0.9048,0.9667,142.5,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v1_ind_seed7009,125,10.0,16,7009,0.6447,0.6473,0.9345,0.7807,0.7804,0.6473,0.8889,0.9807,141.4,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7001,125,10.0,32,7001,0.6788,0.6215,0.9409,0.7929,0.7694,0.6215,0.9019,0.972,143.8,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v1_ind_seed7005,125,10.0,32,7005,0.6808,0.6143,0.9414,0.7958,0.7669,0.6143,0.919,0.9667,142.9,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7009,125,10.0,32,7009,0.6294,0.657,0.941,0.7784,0.7747,0.657,0.8696,0.9517,139.7,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v1_ind_seed7001,125,10.0,48,7001,0.6995,0.6262,0.9404,0.8116,0.7706,0.6262,0.9159,0.972,143.2,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7005,125,10.0,48,7005,0.6808,0.6238,0.9414,0.7991,0.7689,0.6238,0.8952,0.9667,143.1,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7009,125,10.0,48,7009,0.6193,0.6667,0.941,0.7753,0.7924,0.6667,0.9034,0.9903,143.6,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7001,125,10.0,64,7001,0.6736,0.6168,0.9409,0.7918,0.7733,0.6168,0.9299,0.9813,143.9,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7005,125,10.0,64,7005,0.6808,0.6095,0.9414,0.7981,0.7621,0.6095,0.8952,0.9571,144.6,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v1_ind_seed7009,125,10.0,64,7009,0.6244,0.657,0.9405,0.7707,0.7782,0.657,0.8792,0.9565,143.6,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v1_ind_seed7001,125,10.0,80,7001,0.6839,0.6075,0.9384,0.7986,0.7611,0.6075,0.9159,0.9673,145.4,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7005,125,10.0,80,7005,0.6948,0.6095,0.9414,0.8037,0.7649,0.6095,0.9048,0.9762,146.6,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v1_ind_seed7009,125,10.0,80,7009,0.6396,0.6329,0.941,0.7835,0.7643,0.6329,0.8744,0.9807,143.2,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v1_ind_seed7001,125,10.0,96,7001,0.6788,0.6402,0.9409,0.7947,0.7801,0.6402,0.9065,0.972,145.6,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v1_ind_seed7005,125,10.0,96,7005,0.6761,0.6143,0.9414,0.7985,0.7649,0.6143,0.9095,0.9714,144.1,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v1_ind_seed7009,125,10.0,96,7009,0.6244,0.6522,0.94,0.7753,0.7741,0.6522,0.8647,0.9758,144.5,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7001,125,50.0,16,7001,0.6839,0.6355,0.9144,0.7996,0.7815,0.6355,0.9065,0.9766,144.0,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7005,125,50.0,16,7005,0.6948,0.6429,0.9182,0.8089,0.781,0.6429,0.9143,0.9714,142.8,Reach max iteration 50 | best_iter=36
roberta,sum,fb237_v1_ind_seed7009,125,50.0,16,7009,0.6447,0.6763,0.917,0.7902,0.7996,0.6763,0.9082,0.9758,143.2,Reach max iteration 50 | best_iter=39
roberta,sum,fb237_v1_ind_seed7001,125,50.0,32,7001,0.6995,0.6449,0.8933,0.8125,0.7915,0.6449,0.9346,0.9813,143.1,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7005,125,50.0,32,7005,0.6995,0.681,0.9202,0.8115,0.8099,0.681,0.9429,0.9857,142.7,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v1_ind_seed7009,125,50.0,32,7009,0.6802,0.6715,0.864,0.7975,0.7876,0.6715,0.8841,0.9662,142.2,Reach max iteration 50 | best_iter=3
