model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
qwen,sum,fb237_v2_ind_seed7001,50,1.0,16,7001,0.5813,0.6247,0.9154,0.7316,0.7583,0.6247,0.8827,0.9467,149.7,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7001,100,10.0,32,7001,0.6204,0.629,0.9154,0.7703,0.7752,0.629,0.9147,0.9744,227.2,Reach max iteration 50 | best_iter=37
qwen,sum,fb237_v2_ind_seed7005,100,10.0,32,7005,0.6589,0.6345,0.9123,0.7925,0.7754,0.6345,0.9055,0.9664,228.2,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7009,100,10.0,32,7009,0.6274,0.6078,0.9147,0.7728,0.7633,0.6078,0.9073,0.972,229.7,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v2_ind_seed7001,100,10.0,48,7001,0.6377,0.6354,0.9154,0.778,0.7763,0.6354,0.9062,0.9744,231.8,Reach max iteration 50 | best_iter=40
qwen,sum,fb237_v2_ind_seed7005,100,10.0,48,7005,0.6632,0.6534,0.9126,0.7944,0.7827,0.6534,0.8929,0.9706,231.7,Reach max iteration 50 | best_iter=38
qwen,sum,fb237_v2_ind_seed7009,100,10.0,48,7009,0.636,0.6056,0.8979,0.7747,0.7564,0.6056,0.9009,0.9634,227.9,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v2_ind_seed7001,100,10.0,64,7001,0.6247,0.6333,0.9152,0.7736,0.7719,0.6333,0.8998,0.9723,227.8,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v2_ind_seed7005,100,10.0,64,7005,0.6611,0.6471,0.9126,0.793,0.7823,0.6471,0.9076,0.9643,230.8,Reach max iteration 50 | best_iter=21
qwen,sum,fb237_v2_ind_seed7009,100,10.0,64,7009,0.6274,0.597,0.9144,0.7721,0.7557,0.597,0.8966,0.9634,226.0,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7001,100,10.0,80,7001,0.6399,0.6375,0.9092,0.778,0.7755,0.6375,0.8977,0.9765,228.3,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v2_ind_seed7005,100,10.0,80,7005,0.6484,0.6387,0.9128,0.7866,0.7777,0.6387,0.9118,0.9706,236.9,Reach max iteration 50 | best_iter=43
qwen,sum,fb237_v2_ind_seed7009,100,10.0,80,7009,0.6253,0.6164,0.9144,0.7709,0.7698,0.6164,0.9052,0.972,231.3,Reach max iteration 50 | best_iter=43
qwen,sum,fb237_v2_ind_seed7001,100,10.0,96,7001,0.6291,0.6354,0.9154,0.7766,0.779,0.6354,0.9104,0.9744,234.8,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v2_ind_seed7005,100,10.0,96,7005,0.6526,0.6387,0.9119,0.7891,0.7775,0.6387,0.9055,0.9706,234.2,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v2_ind_seed7009,100,10.0,96,7009,0.6167,0.6034,0.9144,0.7687,0.7637,0.6034,0.9138,0.9591,228.0,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7001,100,50.0,16,7001,0.6638,0.6567,0.883,0.7929,0.7915,0.6567,0.9147,0.9765,233.1,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v2_ind_seed7005,100,50.0,16,7005,0.7074,0.6576,0.8737,0.8218,0.7931,0.6576,0.9181,0.9748,229.8,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v2_ind_seed7009,100,50.0,16,7009,0.6595,0.653,0.8731,0.7924,0.7873,0.653,0.9116,0.9677,224.4,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v2_ind_seed7001,100,50.0,32,7001,0.6703,0.6525,0.8981,0.7983,0.7894,0.6525,0.9211,0.9808,226.6,Reach max iteration 50 | best_iter=27
qwen,sum,fb237_v2_ind_seed7005,100,50.0,32,7005,0.6926,0.6702,0.8925,0.816,0.7989,0.6702,0.9223,0.9727,225.1,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v2_ind_seed7009,100,50.0,32,7009,0.6381,0.6659,0.8875,0.7829,0.797,0.6659,0.9181,0.9677,231.6,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v2_ind_seed7001,100,50.0,48,7001,0.679,0.6695,0.8621,0.8019,0.7964,0.6695,0.9083,0.9787,227.1,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v2_ind_seed7005,100,50.0,48,7005,0.6968,0.6723,0.887,0.8136,0.8025,0.6723,0.9202,0.9727,223.0,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7009,100,50.0,48,7009,0.651,0.6509,0.8964,0.7898,0.7868,0.6509,0.9159,0.9677,227.1,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v2_ind_seed7001,100,50.0,64,7001,0.692,0.6972,0.8611,0.8102,0.8105,0.6972,0.9168,0.9765,229.4,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v2_ind_seed7005,100,50.0,64,7005,0.6947,0.6618,0.8882,0.8127,0.7953,0.6618,0.9286,0.9727,230.8,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7009,100,50.0,64,7009,0.6788,0.653,0.8904,0.8032,0.7903,0.653,0.9159,0.9784,232.1,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v2_ind_seed7001,100,50.0,80,7001,0.6703,0.6439,0.8986,0.8001,0.7849,0.6439,0.9168,0.9808,231.6,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v2_ind_seed7005,100,50.0,80,7005,0.6905,0.6723,0.8906,0.8116,0.802,0.6723,0.9223,0.9769,234.2,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7009,100,50.0,80,7009,0.6595,0.653,0.9003,0.7939,0.7883,0.653,0.9138,0.972,233.4,Reach max iteration 50 | best_iter=26
qwen,sum,fb237_v2_ind_seed7001,100,50.0,96,7001,0.6833,0.7015,0.8626,0.805,0.8153,0.7015,0.9211,0.9744,229.2,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v2_ind_seed7005,100,50.0,96,7005,0.6863,0.6618,0.895,0.8106,0.7956,0.6618,0.9223,0.9727,233.6,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v2_ind_seed7009,100,50.0,96,7009,0.6638,0.653,0.8971,0.7963,0.7889,0.653,0.9159,0.972,232.1,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7001,100,100.0,16,7001,0.6855,0.6951,0.8364,0.8073,0.8125,0.6951,0.9168,0.9787,231.7,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v2_ind_seed7005,100,100.0,16,7005,0.7137,0.6702,0.8343,0.8221,0.8011,0.6702,0.9286,0.9769,234.1,Reach max iteration 50 | best_iter=23
qwen,sum,fb237_v2_ind_seed7009,100,100.0,16,7009,0.6745,0.6595,0.8402,0.8044,0.7891,0.6595,0.9052,0.9612,223.6,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v2_ind_seed7001,100,100.0,32,7001,0.6876,0.6844,0.8433,0.8088,0.8074,0.6844,0.9211,0.9787,227.1,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v2_ind_seed7005,100,100.0,32,7005,0.72,0.6912,0.8452,0.8285,0.8099,0.6912,0.9181,0.9769,232.7,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v2_ind_seed7009,100,100.0,32,7009,0.6724,0.6703,0.8467,0.8013,0.7963,0.6703,0.9073,0.9698,234.0,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v2_ind_seed7001,100,100.0,48,7001,0.7007,0.6994,0.8494,0.8132,0.8149,0.6994,0.9168,0.9765,230.0,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7005,100,100.0,48,7005,0.72,0.6828,0.8331,0.8268,0.8079,0.6828,0.9265,0.9748,234.0,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v2_ind_seed7009,100,100.0,48,7009,0.6852,0.6767,0.8284,0.8081,0.8015,0.6767,0.9116,0.972,226.0,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v2_ind_seed7001,100,100.0,64,7001,0.692,0.678,0.8554,0.8103,0.8048,0.678,0.9275,0.9808,224.1,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v2_ind_seed7005,100,100.0,64,7005,0.7116,0.6828,0.8534,0.8245,0.808,0.6828,0.9223,0.9769,228.3,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v2_ind_seed7009,100,100.0,64,7009,0.6874,0.6466,0.8027,0.8043,0.7825,0.6466,0.903,0.9677,232.6,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v2_ind_seed7001,100,100.0,80,7001,0.6898,0.6759,0.839,0.8128,0.8061,0.6759,0.9275,0.9808,231.8,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v2_ind_seed7005,100,100.0,80,7005,0.7158,0.6933,0.852,0.8274,0.8146,0.6933,0.9265,0.9748,228.7,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7009,100,100.0,80,7009,0.6724,0.6616,0.8339,0.8021,0.7941,0.6616,0.9203,0.9763,229.3,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v2_ind_seed7001,100,100.0,96,7001,0.6898,0.6866,0.8585,0.8101,0.8078,0.6866,0.9254,0.9787,232.7,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v2_ind_seed7005,100,100.0,96,7005,0.7179,0.6933,0.859,0.8248,0.8123,0.6933,0.9202,0.9727,230.7,Reach max iteration 50 | best_iter=40
qwen,sum,fb237_v2_ind_seed7009,100,100.0,96,7009,0.6745,0.6767,0.8298,0.8026,0.7989,0.6767,0.9095,0.9655,226.3,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v2_ind_seed7001,100,500.0,16,7001,0.6204,0.6077,0.6353,0.7467,0.7346,0.6077,0.8422,0.9318,117.8,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7005,100,500.0,16,7005,0.6211,0.6282,0.6354,0.7467,0.7555,0.6282,0.8697,0.9391,115.3,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v2_ind_seed7009,100,500.0,16,7009,0.6317,0.5884,0.64,0.7469,0.719,0.5884,0.8233,0.9224,115.8,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v2_ind_seed7001,100,500.0,32,7001,0.6269,0.6461,0.6634,0.7561,0.7608,0.6461,0.855,0.9403,141.5,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v2_ind_seed7005,100,500.0,32,7005,0.6295,0.645,0.6508,0.7563,0.7723,0.645,0.8866,0.9559,133.8,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7009,100,500.0,32,7009,0.6531,0.6056,0.6597,0.7682,0.739,0.6056,0.8578,0.9375,133.7,Reach max iteration 50 | best_iter=44
qwen,sum,fb237_v2_ind_seed7001,100,500.0,48,7001,0.6443,0.6546,0.6776,0.7701,0.7687,0.6546,0.8593,0.9424,151.7,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v2_ind_seed7005,100,500.0,48,7005,0.6463,0.6618,0.6725,0.7718,0.7838,0.6618,0.8992,0.9559,151.4,Reach max iteration 50 | best_iter=23
qwen,sum,fb237_v2_ind_seed7009,100,500.0,48,7009,0.6574,0.6078,0.6801,0.7739,0.7451,0.6078,0.8599,0.9504,151.6,Reach max iteration 50 | best_iter=43
qwen,sum,fb237_v2_ind_seed7001,100,500.0,64,7001,0.6681,0.6567,0.6963,0.7865,0.7722,0.6567,0.8614,0.9531,165.6,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v2_ind_seed7005,100,500.0,64,7005,0.6653,0.6534,0.6858,0.7859,0.7806,0.6534,0.895,0.9643,169.3,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v2_ind_seed7009,100,500.0,64,7009,0.6745,0.6272,0.6931,0.787,0.7569,0.6272,0.8685,0.9526,163.3,Reach max iteration 50 | best_iter=27
qwen,sum,fb237_v2_ind_seed7001,100,500.0,80,7001,0.6659,0.6567,0.7025,0.7864,0.7731,0.6567,0.8571,0.9552,186.8,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7005,100,500.0,80,7005,0.6737,0.6513,0.6972,0.7913,0.7834,0.6513,0.9013,0.9643,191.1,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v2_ind_seed7009,100,500.0,80,7009,0.6702,0.6336,0.7032,0.7845,0.7616,0.6336,0.8728,0.9526,187.2,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v2_ind_seed7001,100,500.0,96,7001,0.6768,0.6652,0.7083,0.7937,0.7804,0.6652,0.8742,0.9616,195.4,Reach max iteration 50 | best_iter=21
qwen,sum,fb237_v2_ind_seed7005,100,500.0,96,7005,0.6737,0.6555,0.7066,0.792,0.7868,0.6555,0.9055,0.9643,196.4,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v2_ind_seed7009,100,500.0,96,7009,0.6681,0.6401,0.7085,0.786,0.7672,0.6401,0.8772,0.9569,191.8,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7001,100,1000.0,16,7001,0.5054,0.5416,0.5175,0.6431,0.6634,0.5416,0.742,0.8763,107.9,Reach max iteration 50 | best_iter=39
qwen,sum,fb237_v2_ind_seed7005,100,1000.0,16,7005,0.5158,0.5252,0.5127,0.6434,0.6578,0.5252,0.7521,0.8782,109.5,Reach max iteration 50 | best_iter=23
qwen,sum,fb237_v2_ind_seed7009,100,1000.0,16,7009,0.531,0.5022,0.5208,0.6568,0.6379,0.5022,0.7284,0.8707,109.9,Reach max iteration 50 | best_iter=34
qwen,sum,fb237_v2_ind_seed7001,100,1000.0,32,7001,0.551,0.58,0.5656,0.6875,0.6976,0.58,0.7655,0.9019,113.1,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v2_ind_seed7005,100,1000.0,32,7005,0.5537,0.5567,0.5689,0.6851,0.6964,0.5567,0.8025,0.9076,112.0,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v2_ind_seed7009,100,1000.0,32,7009,0.5717,0.528,0.559,0.6915,0.6609,0.528,0.7478,0.8836,112.6,Reach max iteration 50 | best_iter=44
qwen,sum,fb237_v2_ind_seed7001,100,1000.0,48,7001,0.5662,0.5778,0.5848,0.7009,0.7022,0.5778,0.791,0.9104,115.2,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7005,100,1000.0,48,7005,0.5663,0.5672,0.5834,0.6985,0.709,0.5672,0.8277,0.9181,114.3,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v2_ind_seed7009,100,1000.0,48,7009,0.5867,0.5517,0.5859,0.7075,0.6847,0.5517,0.7802,0.9116,113.2,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v2_ind_seed7001,100,1000.0,64,7001,0.5922,0.5906,0.5942,0.7166,0.7134,0.5906,0.8017,0.9211,122.6,Reach max iteration 50 | best_iter=30
qwen,sum,fb237_v2_ind_seed7005,100,1000.0,64,7005,0.5789,0.5882,0.5948,0.7078,0.7248,0.5882,0.8424,0.9181,120.7,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v2_ind_seed7009,100,1000.0,64,7009,0.591,0.5668,0.5931,0.7147,0.6965,0.5668,0.7845,0.9203,120.4,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v2_ind_seed7001,100,1000.0,80,7001,0.6009,0.597,0.6057,0.7249,0.7175,0.597,0.8017,0.9168,148.2,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v2_ind_seed7005,100,1000.0,80,7005,0.5874,0.5966,0.6047,0.7153,0.7304,0.5966,0.8403,0.9307,146.9,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v2_ind_seed7009,100,1000.0,80,7009,0.5996,0.5776,0.608,0.7242,0.7049,0.5776,0.7888,0.9246,148.7,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7001,100,1000.0,96,7001,0.6009,0.6034,0.6124,0.725,0.7245,0.6034,0.8102,0.9232,154.2,Reach max iteration 50 | best_iter=45
qwen,sum,fb237_v2_ind_seed7005,100,1000.0,96,7005,0.5916,0.605,0.6141,0.7204,0.7402,0.605,0.8592,0.937,154.0,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v2_ind_seed7009,100,1000.0,96,7009,0.5974,0.5797,0.6097,0.7224,0.7094,0.5797,0.7996,0.9224,153.2,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v2_ind_seed7001,125,1.0,16,7001,0.6377,0.6247,0.8791,0.7744,0.7575,0.6247,0.8635,0.9595,273.3,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v2_ind_seed7005,125,1.0,16,7005,0.6421,0.6303,0.9128,0.7757,0.7666,0.6303,0.8908,0.9559,276.7,Reach max iteration 50 | best_iter=33
qwen,sum,fb237_v2_ind_seed7009,125,1.0,16,7009,0.6167,0.5927,0.9147,0.7615,0.7429,0.5927,0.8879,0.944,272.6,Reach max iteration 50 | best_iter=45
qwen,sum,fb237_v2_ind_seed7001,125,1.0,32,7001,0.6161,0.6354,0.9154,0.7639,0.7703,0.6354,0.8934,0.9659,278.3,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v2_ind_seed7005,125,1.0,32,7005,0.6442,0.6239,0.9128,0.7825,0.764,0.6239,0.8887,0.9664,276.8,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v2_ind_seed7009,125,1.0,32,7009,0.6124,0.5948,0.9147,0.7553,0.7513,0.5948,0.8987,0.9526,275.7,Reach max iteration 50 | best_iter=34
qwen,sum,fb237_v2_ind_seed7001,125,1.0,48,7001,0.6443,0.661,0.8071,0.7675,0.7808,0.661,0.8806,0.9616,276.4,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v2_ind_seed7005,125,1.0,48,7005,0.6358,0.6303,0.9128,0.7733,0.7616,0.6303,0.8739,0.9538,278.9,Reach max iteration 50 | best_iter=35
qwen,sum,fb237_v2_ind_seed7009,125,1.0,48,7009,0.6167,0.6293,0.8546,0.7558,0.76,0.6293,0.8772,0.9483,279.5,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v2_ind_seed7001,125,1.0,64,7001,0.6226,0.6354,0.8948,0.768,0.7735,0.6354,0.8998,0.9638,273.5,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v2_ind_seed7005,125,1.0,64,7005,0.6358,0.6176,0.9128,0.7779,0.7598,0.6176,0.8992,0.9664,274.5,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7009,125,1.0,64,7009,0.6167,0.6056,0.9147,0.7586,0.7496,0.6056,0.8772,0.9483,282.1,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v2_ind_seed7001,125,1.0,80,7001,0.6334,0.6546,0.896,0.7682,0.7789,0.6546,0.887,0.9638,278.1,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v2_ind_seed7005,125,1.0,80,7005,0.6547,0.6155,0.9128,0.7865,0.7582,0.6155,0.8697,0.9664,281.2,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v2_ind_seed7009,125,1.0,80,7009,0.5889,0.5884,0.9147,0.7465,0.7421,0.5884,0.8772,0.9634,273.7,Reach max iteration 50 | best_iter=44
qwen,sum,fb237_v2_ind_seed7001,125,1.0,96,7001,0.6551,0.6397,0.8198,0.778,0.7606,0.6397,0.855,0.9595,280.7,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v2_ind_seed7005,125,1.0,96,7005,0.6463,0.6155,0.9128,0.7818,0.7559,0.6155,0.8782,0.9538,281.0,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7009,125,1.0,96,7009,0.6146,0.5884,0.9147,0.7636,0.7496,0.5884,0.9052,0.9591,278.1,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v2_ind_seed7001,125,5.0,16,7001,0.6269,0.6375,0.9116,0.7692,0.7747,0.6375,0.8934,0.9787,279.3,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v2_ind_seed7005,125,5.0,16,7005,0.6568,0.6408,0.9128,0.7883,0.7747,0.6408,0.8992,0.9664,273.6,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7009,125,5.0,16,7009,0.6231,0.597,0.913,0.7643,0.7466,0.597,0.8879,0.9504,270.5,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v2_ind_seed7001,125,5.0,32,7001,0.6377,0.6375,0.9154,0.7755,0.775,0.6375,0.9041,0.9723,275.1,Reach max iteration 50 | best_iter=46
qwen,sum,fb237_v2_ind_seed7005,125,5.0,32,7005,0.6632,0.6408,0.9128,0.7958,0.7776,0.6408,0.9076,0.9664,276.9,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v2_ind_seed7009,125,5.0,32,7009,0.6253,0.6099,0.9147,0.7742,0.7638,0.6099,0.903,0.9655,276.1,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v2_ind_seed7001,125,5.0,48,7001,0.6291,0.6418,0.9154,0.772,0.7796,0.6418,0.9062,0.9744,273.9,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v2_ind_seed7005,125,5.0,48,7005,0.6568,0.6408,0.9128,0.7872,0.7751,0.6408,0.8971,0.9664,280.5,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v2_ind_seed7009,125,5.0,48,7009,0.6317,0.6056,0.9147,0.7711,0.7621,0.6056,0.9073,0.9591,274.3,Reach max iteration 50 | best_iter=35
qwen,sum,fb237_v2_ind_seed7001,125,5.0,64,7001,0.6291,0.6397,0.9154,0.7716,0.7777,0.6397,0.9104,0.9701,263.0,Reach max iteration 50 | best_iter=38
qwen,sum,fb237_v2_ind_seed7005,125,5.0,64,7005,0.6505,0.6324,0.9128,0.7905,0.7705,0.6324,0.8992,0.9685,281.0,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v2_ind_seed7009,125,5.0,64,7009,0.6381,0.5948,0.9147,0.7787,0.7542,0.5948,0.8966,0.9591,275.8,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v2_ind_seed7001,125,5.0,80,7001,0.6377,0.6354,0.9154,0.7763,0.777,0.6354,0.9062,0.9744,271.5,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v2_ind_seed7005,125,5.0,80,7005,0.6632,0.6324,0.9128,0.7938,0.773,0.6324,0.8971,0.9748,282.8,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v2_ind_seed7009,125,5.0,80,7009,0.621,0.5927,0.9147,0.769,0.7506,0.5927,0.9009,0.9612,270.6,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7001,125,5.0,96,7001,0.6681,0.6397,0.8188,0.7848,0.7601,0.6397,0.8529,0.9638,281.4,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v2_ind_seed7005,125,5.0,96,7005,0.6589,0.6513,0.9128,0.7935,0.7826,0.6513,0.895,0.9664,280.4,Reach max iteration 50 | best_iter=35
qwen,sum,fb237_v2_ind_seed7009,125,5.0,96,7009,0.6317,0.5905,0.9147,0.776,0.7562,0.5905,0.9159,0.9655,283.8,Reach max iteration 50 | best_iter=39
qwen,sum,fb237_v2_ind_seed7001,125,10.0,16,7001,0.6443,0.6439,0.9152,0.7819,0.7812,0.6439,0.9083,0.9659,270.4,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v2_ind_seed7005,125,10.0,16,7005,0.6632,0.6387,0.9121,0.7957,0.7767,0.6387,0.9076,0.9643,278.3,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7009,125,10.0,16,7009,0.6317,0.5948,0.9142,0.7717,0.7536,0.5948,0.8966,0.9569,271.6,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v2_ind_seed7001,125,10.0,32,7001,0.6399,0.6439,0.9152,0.7789,0.782,0.6439,0.9104,0.9744,275.5,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v2_ind_seed7005,125,10.0,32,7005,0.6568,0.6282,0.9126,0.7906,0.7731,0.6282,0.9076,0.9685,273.6,Reach max iteration 50 | best_iter=28
qwen,sum,fb237_v2_ind_seed7009,125,10.0,32,7009,0.6167,0.6013,0.9144,0.7696,0.7605,0.6013,0.9073,0.9655,273.8,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v2_ind_seed7001,125,10.0,48,7001,0.6377,0.6397,0.9128,0.7792,0.7797,0.6397,0.9104,0.9744,278.5,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v2_ind_seed7005,125,10.0,48,7005,0.6568,0.645,0.9128,0.7921,0.7807,0.645,0.8992,0.9685,283.6,Reach max iteration 50 | best_iter=43
qwen,sum,fb237_v2_ind_seed7009,125,10.0,48,7009,0.6296,0.6099,0.9144,0.7739,0.7632,0.6099,0.9052,0.9698,274.2,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v2_ind_seed7001,125,10.0,64,7001,0.6399,0.6418,0.9154,0.7807,0.7819,0.6418,0.9104,0.9723,271.8,Reach max iteration 50 | best_iter=37
qwen,sum,fb237_v2_ind_seed7005,125,10.0,64,7005,0.6632,0.6324,0.9121,0.797,0.7771,0.6324,0.9097,0.9748,277.9,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7009,125,10.0,64,7009,0.6403,0.5927,0.9144,0.7805,0.7564,0.5927,0.9116,0.9634,278.7,Reach max iteration 50 | best_iter=21
qwen,sum,fb237_v2_ind_seed7001,125,10.0,80,7001,0.6421,0.6375,0.9145,0.7825,0.7778,0.6375,0.9083,0.9765,282.2,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7005,125,10.0,80,7005,0.6653,0.6492,0.9126,0.7958,0.7842,0.6492,0.9034,0.9706,282.8,Reach max iteration 50 | best_iter=37
qwen,sum,fb237_v2_ind_seed7009,125,10.0,80,7009,0.636,0.6099,0.9144,0.7796,0.7638,0.6099,0.9052,0.9698,278.7,Reach max iteration 50 | best_iter=23
qwen,sum,fb237_v2_ind_seed7001,125,10.0,96,7001,0.6616,0.6674,0.8748,0.7895,0.7921,0.6674,0.8977,0.9765,278.7,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v2_ind_seed7005,125,10.0,96,7005,0.6568,0.6513,0.9126,0.796,0.784,0.6513,0.9034,0.9664,278.9,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v2_ind_seed7009,125,10.0,96,7009,0.6424,0.6056,0.9144,0.7798,0.7644,0.6056,0.9181,0.9677,277.2,Reach max iteration 50 | best_iter=26
qwen,sum,fb237_v2_ind_seed7001,125,50.0,16,7001,0.6594,0.6546,0.8827,0.7929,0.7871,0.6546,0.9104,0.9744,281.2,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v2_ind_seed7005,125,50.0,16,7005,0.6821,0.6702,0.8882,0.8059,0.7992,0.6702,0.9202,0.9727,275.8,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v2_ind_seed7009,125,50.0,16,7009,0.6403,0.6487,0.8834,0.7834,0.7847,0.6487,0.9052,0.9698,271.3,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v2_ind_seed7001,125,50.0,32,7001,0.6855,0.6716,0.8789,0.8072,0.7983,0.6716,0.9104,0.9765,266.8,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7005,125,50.0,32,7005,0.6905,0.6702,0.8884,0.8121,0.8008,0.6702,0.9181,0.9769,267.6,Reach max iteration 50 | best_iter=14
