model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
roberta,sum,fb237_v3_ind_seed7001,50,1.0,16,7001,0.6578,0.6522,0.8674,0.7747,0.7679,0.6522,0.8638,0.9542,243.3,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,100,10.0,32,7001,0.6647,0.6396,0.8743,0.779,0.7675,0.6396,0.8856,0.9554,398.2,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,100,10.0,32,7005,0.6529,0.6537,0.929,0.7774,0.7699,0.6537,0.8704,0.9484,393.0,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v3_ind_seed7009,100,10.0,32,7009,0.6701,0.659,0.9259,0.7797,0.7784,0.659,0.8802,0.9597,399.2,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v3_ind_seed7001,100,10.0,48,7001,0.6775,0.6625,0.8667,0.7894,0.7829,0.6625,0.8936,0.9668,397.1,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,100,10.0,48,7005,0.677,0.6628,0.8548,0.7881,0.7717,0.6628,0.8589,0.9484,392.8,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,100,10.0,48,7009,0.677,0.6694,0.9263,0.7874,0.7855,0.6694,0.8859,0.97,403.1,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v3_ind_seed7001,100,10.0,64,7001,0.6705,0.6419,0.8865,0.7851,0.7696,0.6419,0.8787,0.9645,397.4,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,100,10.0,64,7005,0.6735,0.6571,0.8701,0.7879,0.7725,0.6571,0.8693,0.953,404.8,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,100,10.0,64,7009,0.6724,0.6717,0.8759,0.7816,0.78,0.6717,0.8744,0.9585,404.2,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,100,10.0,80,7001,0.6786,0.6613,0.836,0.7895,0.7794,0.6613,0.8833,0.9577,395.2,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,100,10.0,80,7005,0.6552,0.656,0.8807,0.7754,0.7682,0.656,0.8612,0.9472,408.0,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,100,10.0,80,7009,0.6862,0.6889,0.8719,0.7933,0.797,0.6889,0.8906,0.962,409.3,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,100,10.0,96,7001,0.6682,0.6442,0.9017,0.7846,0.7718,0.6442,0.8879,0.9611,399.8,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,100,10.0,96,7005,0.6781,0.664,0.8621,0.7919,0.7756,0.664,0.8658,0.961,401.4,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,100,10.0,96,7009,0.6966,0.6889,0.8342,0.794,0.793,0.6889,0.8836,0.9574,395.7,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,100,50.0,16,7001,0.7098,0.6705,0.8554,0.8134,0.7938,0.6705,0.9073,0.9725,400.6,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,100,50.0,16,7005,0.6896,0.6789,0.8837,0.8047,0.7898,0.6789,0.8865,0.9587,395.3,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7009,100,50.0,16,7009,0.6989,0.6924,0.8671,0.8024,0.8009,0.6924,0.8952,0.9666,400.4,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7001,100,50.0,32,7001,0.7017,0.6613,0.8984,0.8122,0.7893,0.6613,0.913,0.9805,396.0,Reach max iteration 50 | best_iter=44
roberta,sum,fb237_v3_ind_seed7005,100,50.0,32,7005,0.6987,0.6846,0.8854,0.8089,0.7915,0.6846,0.8842,0.9576,403.9,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7009,100,50.0,32,7009,0.708,0.6889,0.852,0.8061,0.8006,0.6889,0.9021,0.9747,402.5,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7001,100,50.0,48,7001,0.7017,0.6773,0.8779,0.8136,0.7977,0.6773,0.9153,0.9817,398.8,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7005,100,50.0,48,7005,0.701,0.6812,0.888,0.8108,0.7912,0.6812,0.8842,0.961,395.3,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7009,100,50.0,48,7009,0.7,0.6843,0.8885,0.8055,0.8005,0.6843,0.9032,0.97,402.3,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7001,100,50.0,64,7001,0.7064,0.6636,0.8885,0.8157,0.7924,0.6636,0.9108,0.9817,406.1,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7005,100,50.0,64,7005,0.7033,0.672,0.8934,0.8137,0.7865,0.672,0.8876,0.961,401.9,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v3_ind_seed7009,100,50.0,64,7009,0.6977,0.6947,0.8874,0.803,0.8045,0.6947,0.9067,0.9689,405.6,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7001,100,50.0,80,7001,0.7052,0.6762,0.8769,0.8135,0.7974,0.6762,0.9153,0.9783,403.1,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7005,100,50.0,80,7005,0.6987,0.68,0.8835,0.8094,0.7925,0.68,0.8922,0.961,405.5,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7009,100,50.0,80,7009,0.7057,0.6786,0.8882,0.8097,0.7974,0.6786,0.909,0.9724,402.7,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v3_ind_seed7001,100,50.0,96,7001,0.7133,0.6854,0.8793,0.8186,0.8043,0.6854,0.913,0.9748,396.3,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v3_ind_seed7005,100,50.0,96,7005,0.6942,0.6732,0.8893,0.8079,0.7878,0.6732,0.8865,0.9576,401.7,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v3_ind_seed7009,100,50.0,96,7009,0.7034,0.6947,0.8894,0.8074,0.8053,0.6947,0.9009,0.9724,399.2,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v3_ind_seed7001,100,100.0,16,7001,0.726,0.7002,0.8377,0.8253,0.8102,0.7002,0.9073,0.9805,398.9,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v3_ind_seed7005,100,100.0,16,7005,0.7102,0.7041,0.8364,0.816,0.804,0.7041,0.8865,0.9656,398.2,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7009,100,100.0,16,7009,0.7172,0.7028,0.8274,0.8124,0.8088,0.7028,0.8998,0.9712,399.9,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7001,100,100.0,32,7001,0.7168,0.6911,0.8475,0.8215,0.8072,0.6911,0.9108,0.9794,402.7,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v3_ind_seed7005,100,100.0,32,7005,0.7125,0.7053,0.8424,0.8172,0.8061,0.7053,0.8933,0.9644,396.6,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v3_ind_seed7009,100,100.0,32,7009,0.7207,0.7062,0.8363,0.8151,0.812,0.7062,0.9101,0.9724,402.5,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7001,100,100.0,48,7001,0.7237,0.6979,0.8354,0.8249,0.8111,0.6979,0.9188,0.9805,400.3,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7005,100,100.0,48,7005,0.7136,0.7053,0.8424,0.8201,0.806,0.7053,0.8956,0.9622,400.0,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7009,100,100.0,48,7009,0.7218,0.6947,0.8481,0.8152,0.804,0.6947,0.9032,0.9735,400.2,Reach max iteration 50 | best_iter=35
roberta,sum,fb237_v3_ind_seed7001,100,100.0,64,7001,0.7214,0.6957,0.8409,0.8241,0.8108,0.6957,0.9153,0.9794,401.7,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7005,100,100.0,64,7005,0.7194,0.6892,0.8534,0.8234,0.7998,0.6892,0.8956,0.9656,399.7,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v3_ind_seed7009,100,100.0,64,7009,0.7322,0.7108,0.8281,0.8212,0.8139,0.7108,0.9044,0.9712,405.2,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7001,100,100.0,80,7001,0.726,0.6957,0.8197,0.8247,0.8088,0.6957,0.9108,0.9737,404.2,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,100,100.0,80,7005,0.7251,0.695,0.8588,0.8247,0.8,0.695,0.8865,0.9633,405.1,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v3_ind_seed7009,100,100.0,80,7009,0.7253,0.7097,0.8371,0.8184,0.814,0.7097,0.909,0.9747,400.4,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7001,100,100.0,96,7001,0.7156,0.6968,0.8536,0.8215,0.8105,0.6968,0.9233,0.9817,399.6,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v3_ind_seed7005,100,100.0,96,7005,0.7205,0.6869,0.8603,0.8215,0.7954,0.6869,0.8842,0.9622,405.6,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v3_ind_seed7009,100,100.0,96,7009,0.7264,0.7051,0.8558,0.8179,0.8122,0.7051,0.9113,0.9793,404.3,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v3_ind_seed7001,100,500.0,16,7001,0.6925,0.6613,0.7083,0.7916,0.7714,0.6613,0.8627,0.9451,217.1,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v3_ind_seed7005,100,500.0,16,7005,0.6724,0.6709,0.704,0.7751,0.7722,0.6709,0.8521,0.9415,208.6,Reach max iteration 50 | best_iter=31
roberta,sum,fb237_v3_ind_seed7009,100,500.0,16,7009,0.6759,0.6682,0.7004,0.7714,0.7723,0.6682,0.8514,0.9378,221.5,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v3_ind_seed7001,100,500.0,32,7001,0.7017,0.6808,0.7251,0.8008,0.787,0.6808,0.8741,0.9565,259.4,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v3_ind_seed7005,100,500.0,32,7005,0.6827,0.6823,0.7215,0.7853,0.7832,0.6823,0.8647,0.9495,262.7,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v3_ind_seed7009,100,500.0,32,7009,0.6943,0.6889,0.7224,0.7864,0.7875,0.6889,0.8641,0.9482,260.2,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v3_ind_seed7001,100,500.0,48,7001,0.7064,0.6762,0.7321,0.8051,0.7868,0.6762,0.8844,0.9611,296.7,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v3_ind_seed7005,100,500.0,48,7005,0.6861,0.6972,0.7346,0.7915,0.7925,0.6972,0.8647,0.9472,292.9,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v3_ind_seed7009,100,500.0,48,7009,0.7034,0.6889,0.7323,0.7934,0.7912,0.6889,0.871,0.9528,297.7,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v3_ind_seed7001,100,500.0,64,7001,0.7156,0.6785,0.7406,0.8116,0.7928,0.6785,0.8867,0.9611,347.0,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7005,100,500.0,64,7005,0.693,0.695,0.7365,0.7976,0.7917,0.695,0.8624,0.9518,359.4,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v3_ind_seed7009,100,500.0,64,7009,0.7034,0.6901,0.7396,0.7952,0.7937,0.6901,0.8721,0.9585,350.8,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v3_ind_seed7001,100,500.0,80,7001,0.7249,0.6899,0.7434,0.8164,0.799,0.6899,0.8867,0.9668,369.9,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v3_ind_seed7005,100,500.0,80,7005,0.6942,0.695,0.7408,0.7994,0.7934,0.695,0.8681,0.9564,374.7,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v3_ind_seed7009,100,500.0,80,7009,0.7069,0.6959,0.746,0.7979,0.7966,0.6959,0.8813,0.9597,362.1,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7001,100,500.0,96,7001,0.7121,0.6842,0.7498,0.8124,0.7965,0.6842,0.8924,0.9691,399.5,Reach max iteration 50 | best_iter=39
roberta,sum,fb237_v3_ind_seed7005,100,500.0,96,7005,0.6964,0.6995,0.7466,0.8012,0.7956,0.6995,0.8716,0.9564,395.4,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v3_ind_seed7009,100,500.0,96,7009,0.7126,0.7005,0.7505,0.8019,0.8,0.7005,0.8733,0.962,387.3,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v3_ind_seed7001,100,1000.0,16,7001,0.637,0.6121,0.6233,0.7387,0.7147,0.6121,0.7815,0.8913,195.6,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v3_ind_seed7005,100,1000.0,16,7005,0.5968,0.6124,0.6308,0.706,0.7132,0.6124,0.7741,0.9048,191.8,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v3_ind_seed7009,100,1000.0,16,7009,0.5908,0.5876,0.614,0.6984,0.7041,0.5876,0.7834,0.894,192.2,Reach max iteration 50 | best_iter=42
roberta,sum,fb237_v3_ind_seed7001,100,1000.0,32,7001,0.659,0.6281,0.653,0.7607,0.7341,0.6281,0.8078,0.9096,204.8,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v3_ind_seed7005,100,1000.0,32,7005,0.6197,0.6239,0.6511,0.7281,0.7313,0.6239,0.8073,0.9106,199.0,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v3_ind_seed7009,100,1000.0,32,7009,0.6253,0.6406,0.6475,0.7324,0.7453,0.6406,0.8168,0.9147,202.9,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v3_ind_seed7001,100,1000.0,48,7001,0.6728,0.6499,0.6672,0.7733,0.7522,0.6499,0.8318,0.9233,235.1,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7005,100,1000.0,48,7005,0.6438,0.6319,0.6621,0.7451,0.7376,0.6319,0.8131,0.9174,227.8,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v3_ind_seed7009,100,1000.0,48,7009,0.6333,0.6475,0.6577,0.7411,0.7523,0.6475,0.8283,0.9159,230.4,Reach max iteration 50 | best_iter=34
roberta,sum,fb237_v3_ind_seed7001,100,1000.0,64,7001,0.6751,0.6487,0.6796,0.7768,0.7545,0.6487,0.833,0.9279,255.8,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v3_ind_seed7005,100,1000.0,64,7005,0.6438,0.6388,0.6725,0.7483,0.7449,0.6388,0.8245,0.922,262.0,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v3_ind_seed7009,100,1000.0,64,7009,0.6425,0.6636,0.6725,0.7483,0.7643,0.6636,0.841,0.9263,263.3,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v3_ind_seed7001,100,1000.0,80,7001,0.6798,0.6487,0.6832,0.7812,0.7567,0.6487,0.8364,0.9291,293.4,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v3_ind_seed7005,100,1000.0,80,7005,0.6598,0.6502,0.6843,0.7633,0.7558,0.6502,0.8383,0.9312,271.7,Reach max iteration 50 | best_iter=32
roberta,sum,fb237_v3_ind_seed7009,100,1000.0,80,7009,0.6494,0.6717,0.6828,0.7556,0.7725,0.6717,0.8479,0.932,287.2,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v3_ind_seed7001,100,1000.0,96,7001,0.6855,0.6613,0.688,0.7849,0.7653,0.6613,0.841,0.9348,301.6,Reach max iteration 50 | best_iter=28
roberta,sum,fb237_v3_ind_seed7005,100,1000.0,96,7005,0.6655,0.6571,0.6914,0.7676,0.7602,0.6571,0.8337,0.9278,292.9,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7009,100,1000.0,96,7009,0.6724,0.6728,0.6948,0.7697,0.7753,0.6728,0.8525,0.9343,297.0,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v3_ind_seed7001,125,1.0,16,7001,0.6647,0.6465,0.8671,0.7761,0.7681,0.6465,0.865,0.9577,444.9,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,125,1.0,16,7005,0.6346,0.6273,0.877,0.7547,0.7451,0.6273,0.8463,0.9358,451.3,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7009,125,1.0,16,7009,0.669,0.644,0.9272,0.7754,0.7586,0.644,0.8491,0.9355,465.2,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v3_ind_seed7001,125,1.0,32,7001,0.652,0.6281,0.8969,0.7732,0.7534,0.6281,0.8558,0.9531,486.5,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,125,1.0,32,7005,0.6483,0.6307,0.8454,0.7621,0.7392,0.6307,0.8154,0.9255,469.2,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,125,1.0,32,7009,0.6655,0.6809,0.8417,0.7731,0.7857,0.6809,0.8767,0.9539,488.0,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,125,1.0,48,7001,0.6509,0.6281,0.8596,0.7639,0.7547,0.6281,0.8638,0.9462,481.5,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,125,1.0,48,7005,0.6586,0.6514,0.8943,0.7794,0.7642,0.6514,0.8498,0.9518,475.3,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7009,125,1.0,48,7009,0.6759,0.674,0.8717,0.7804,0.7858,0.674,0.8894,0.962,477.2,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,125,1.0,64,7001,0.6867,0.635,0.7935,0.782,0.7511,0.635,0.8467,0.9462,487.3,Reach max iteration 50 | best_iter=1
roberta,sum,fb237_v3_ind_seed7005,125,1.0,64,7005,0.6678,0.6411,0.8542,0.7807,0.753,0.6411,0.8406,0.9404,482.0,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,125,1.0,64,7009,0.6747,0.6728,0.852,0.7802,0.7801,0.6728,0.8664,0.9493,484.8,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,125,1.0,80,7001,0.6763,0.6602,0.859,0.7895,0.7769,0.6602,0.8753,0.9554,485.4,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,125,1.0,80,7005,0.6747,0.6422,0.8506,0.7836,0.7568,0.6422,0.8509,0.9404,475.6,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,125,1.0,80,7009,0.6724,0.659,0.8739,0.7753,0.7729,0.659,0.8641,0.9551,486.7,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,125,1.0,96,7001,0.6613,0.6281,0.8994,0.7772,0.7573,0.6281,0.8753,0.9542,491.6,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,125,1.0,96,7005,0.6655,0.6766,0.86,0.7847,0.779,0.6766,0.8635,0.9472,480.8,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,125,1.0,96,7009,0.6621,0.6624,0.8616,0.7701,0.7712,0.6624,0.8606,0.9551,485.7,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,125,5.0,16,7001,0.6474,0.6281,0.9309,0.7695,0.762,0.6281,0.8844,0.9657,464.9,Reach max iteration 50 | best_iter=25
roberta,sum,fb237_v3_ind_seed7005,125,5.0,16,7005,0.6369,0.6422,0.9294,0.7657,0.7578,0.6422,0.8486,0.9427,475.5,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v3_ind_seed7009,125,5.0,16,7009,0.6736,0.6498,0.9269,0.7809,0.7676,0.6498,0.8664,0.9574,463.6,Reach max iteration 50 | best_iter=30
roberta,sum,fb237_v3_ind_seed7001,125,5.0,32,7001,0.6717,0.635,0.9069,0.7809,0.7645,0.635,0.873,0.9611,476.7,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7005,125,5.0,32,7005,0.6495,0.6468,0.9292,0.7767,0.7658,0.6468,0.8635,0.9484,469.8,Reach max iteration 50 | best_iter=40
roberta,sum,fb237_v3_ind_seed7009,125,5.0,32,7009,0.6609,0.6555,0.927,0.7744,0.7723,0.6555,0.8698,0.9597,476.7,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v3_ind_seed7001,125,5.0,48,7001,0.6532,0.6327,0.9309,0.7778,0.7654,0.6327,0.8856,0.9657,473.5,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v3_ind_seed7005,125,5.0,48,7005,0.677,0.6755,0.8567,0.785,0.7774,0.6755,0.8578,0.9438,474.7,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,125,5.0,48,7009,0.669,0.6728,0.8821,0.7804,0.7837,0.6728,0.8813,0.9585,486.7,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,125,5.0,64,7001,0.6832,0.6522,0.8587,0.7914,0.7754,0.6522,0.8856,0.9634,471.5,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,125,5.0,64,7005,0.6896,0.6651,0.8251,0.7946,0.7688,0.6651,0.8555,0.9472,465.5,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,125,5.0,64,7009,0.6724,0.6694,0.8416,0.7784,0.7791,0.6694,0.8698,0.9493,479.2,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,125,5.0,80,7001,0.6659,0.6499,0.8879,0.784,0.7743,0.6499,0.8867,0.96,485.8,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,125,5.0,80,7005,0.6609,0.6411,0.8998,0.7801,0.7625,0.6411,0.8693,0.9438,469.1,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7009,125,5.0,80,7009,0.6701,0.6624,0.8996,0.7774,0.7774,0.6624,0.8767,0.9551,482.7,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7001,125,5.0,96,7001,0.6659,0.6636,0.8778,0.7821,0.7797,0.6636,0.8753,0.96,490.2,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,125,5.0,96,7005,0.6541,0.6525,0.8828,0.7788,0.7705,0.6525,0.8704,0.953,477.3,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7009,125,5.0,96,7009,0.6678,0.6624,0.8696,0.7757,0.7748,0.6624,0.8664,0.9585,487.5,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,125,10.0,16,7001,0.6659,0.6339,0.9307,0.7822,0.7669,0.6339,0.8947,0.968,469.7,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v3_ind_seed7005,125,10.0,16,7005,0.6529,0.6479,0.9287,0.7745,0.7637,0.6479,0.8612,0.9472,454.6,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v3_ind_seed7009,125,10.0,16,7009,0.6839,0.6555,0.8959,0.7862,0.7721,0.6555,0.8756,0.9562,484.0,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7001,125,10.0,32,7001,0.6601,0.6407,0.9308,0.7843,0.7742,0.6407,0.8982,0.9771,477.8,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v3_ind_seed7005,125,10.0,32,7005,0.6609,0.6525,0.9287,0.7841,0.7703,0.6525,0.8739,0.9495,471.4,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v3_ind_seed7009,125,10.0,32,7009,0.669,0.6555,0.9267,0.7802,0.7754,0.6555,0.8779,0.9666,474.4,Reach max iteration 50 | best_iter=36
roberta,sum,fb237_v3_ind_seed7001,125,10.0,48,7001,0.6624,0.6236,0.9308,0.7851,0.7626,0.6236,0.8924,0.9714,479.2,Reach max iteration 50 | best_iter=40
roberta,sum,fb237_v3_ind_seed7005,125,10.0,48,7005,0.6621,0.6548,0.8879,0.7801,0.7637,0.6548,0.8521,0.9484,488.2,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,125,10.0,48,7009,0.6759,0.6797,0.88,0.7837,0.7902,0.6797,0.8882,0.962,486.7,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,125,10.0,64,7001,0.6786,0.6453,0.8931,0.7937,0.7754,0.6453,0.8959,0.9703,473.1,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,125,10.0,64,7005,0.6827,0.6571,0.8397,0.7913,0.7661,0.6571,0.8498,0.9484,473.1,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,125,10.0,64,7009,0.6701,0.6647,0.8982,0.7827,0.7791,0.6647,0.8802,0.9597,485.4,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7001,125,10.0,80,7001,0.6913,0.6682,0.8374,0.7999,0.7812,0.6682,0.8799,0.9634,483.3,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,125,10.0,80,7005,0.6621,0.6468,0.9079,0.7822,0.7668,0.6468,0.8681,0.945,486.3,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7009,125,10.0,80,7009,0.6828,0.6774,0.8735,0.7862,0.7887,0.6774,0.8836,0.9643,489.4,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,125,10.0,96,7001,0.6751,0.6568,0.8951,0.7892,0.7805,0.6568,0.8924,0.9657,489.0,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,125,10.0,96,7005,0.6609,0.656,0.8915,0.7844,0.7726,0.656,0.8761,0.9461,470.1,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7009,125,10.0,96,7009,0.6678,0.6705,0.902,0.7833,0.7826,0.6705,0.8836,0.9608,486.3,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7001,125,50.0,16,7001,0.7064,0.6762,0.8708,0.8112,0.7968,0.6762,0.9027,0.9783,479.6,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7005,125,50.0,16,7005,0.6999,0.6846,0.8742,0.8112,0.7932,0.6846,0.8865,0.9622,478.2,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7009,125,50.0,16,7009,0.6966,0.6832,0.8943,0.8027,0.7953,0.6832,0.8952,0.9689,481.6,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v3_ind_seed7001,125,50.0,32,7001,0.7017,0.6785,0.8637,0.8103,0.7989,0.6785,0.9176,0.976,488.6,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,125,50.0,32,7005,0.6896,0.6835,0.8776,0.804,0.7943,0.6835,0.8945,0.9622,475.9,Reach max iteration 50 | best_iter=6
