model,aggregation,version,k,lambda,bias,n_seeds,valid_mrr_mean,valid_mrr_std,test_mrr_mean,test_mrr_std,valid_acc_mean,valid_acc_std,test_acc_mean,test_acc_std,hits_1_mean,hits_1_std,hits_3_mean,hits_3_std,hits_10_mean,hits_10_std,train_acc_mean,train_time_mean
qwen,sum,fb237_v3_ind,75,1,16,3,0.7806,0.006791,0.774433,0.017262,0.664933,0.013079,0.656867,0.021789,0.656867,0.021789,0.876067,0.015877,0.959067,0.007357,0.917833,317.266667
qwen,sum,fb237_v3_ind,50,1000,64,3,0.7772,0.010387,0.7741,0.005839,0.673733,0.011701,0.6729,0.012285,0.6729,0.012285,0.8531,0.005458,0.9384,0.002427,0.691133,161.866667
qwen,sum,fb237_v3_ind,200,1000,80,3,0.783767,0.009733,0.773367,0.004562,0.681,0.012298,0.667567,0.008584,0.667567,0.008584,0.856167,0.001557,0.942633,0.003925,0.697633,545.366667
qwen,sum,fb237_v3_ind,50,1,32,3,0.788833,0.00125,0.7732,0.014584,0.679067,0.008006,0.657667,0.023165,0.657667,0.023165,0.873733,0.008608,0.9514,0.008839,0.859,237.733333
qwen,sum,fb237_v3_ind,125,1000,64,3,0.7773,0.011099,0.7726,0.005828,0.673733,0.013549,0.671,0.0104,0.671,0.0104,0.851567,0.005845,0.939533,0.003496,0.691833,336.9
qwen,sum,fb237_v3_ind,150,1000,64,3,0.778033,0.010294,0.772533,0.006309,0.674533,0.011633,0.669467,0.012537,0.669467,0.012537,0.8535,0.004124,0.939167,0.001762,0.694767,398.9
qwen,sum,fb237_v3_ind,175,1000,64,3,0.779533,0.008511,0.772233,0.006108,0.676433,0.010075,0.670267,0.013202,0.670267,0.013202,0.849633,0.003126,0.9384,0.003412,0.693433,457.9
qwen,sum,fb237_v3_ind,75,1000,64,3,0.776167,0.0073,0.7722,0.006767,0.673333,0.004868,0.6699,0.013338,0.6699,0.013338,0.851967,0.005873,0.938767,0.00413,0.6927,225.566667
qwen,sum,fb237_v3_ind,200,1000,64,3,0.7768,0.011342,0.771233,0.001704,0.673367,0.013618,0.668733,0.003646,0.668733,0.003646,0.852333,0.005221,0.937633,0.001626,0.692433,494.266667
qwen,sum,fb237_v3_ind,50,1000,48,3,0.7738,0.013907,0.771033,0.002902,0.671067,0.018104,0.670233,0.007966,0.670233,0.007966,0.848867,0.005424,0.931533,0.002307,0.687167,150.9
qwen,sum,fb237_v3_ind,100,1000,64,3,0.778467,0.01342,0.7709,0.004851,0.6753,0.018607,0.667967,0.009069,0.667967,0.009069,0.851967,0.007868,0.938033,0.001266,0.692533,286.933333
qwen,sum,fb237_v3_ind,125,1000,48,3,0.7712,0.01093,0.768667,0.004579,0.667233,0.014607,0.6672,0.00935,0.6672,0.00935,0.8443,0.004915,0.934967,0.003912,0.683867,312.2
qwen,sum,fb237_v3_ind,200,1000,48,3,0.773667,0.015751,0.7676,0.005406,0.670333,0.021563,0.665267,0.010803,0.665267,0.010803,0.844333,0.006123,0.935367,0.004477,0.688667,463.933333
qwen,sum,fb237_v3_ind,175,1000,48,3,0.771533,0.011826,0.767167,0.001779,0.666433,0.013152,0.665233,0.004225,0.665233,0.004225,0.845067,0.005052,0.931133,0.006444,0.6848,425.1
qwen,sum,fb237_v3_ind,100,1000,48,3,0.7725,0.010283,0.7671,0.005624,0.6676,0.013401,0.665667,0.008775,0.665667,0.008775,0.841267,0.005232,0.9315,0.00467,0.685067,257.333333
qwen,sum,fb237_v3_ind,75,1000,48,3,0.771233,0.014099,0.7669,0.004331,0.665667,0.018722,0.664133,0.007801,0.664133,0.007801,0.845433,0.004131,0.934967,0.001557,0.6859,205.8
qwen,sum,fb237_v3_ind,150,1000,48,3,0.7693,0.009493,0.764,0.007718,0.664533,0.012279,0.6592,0.012061,0.6592,0.012061,0.847733,0.006123,0.934967,0.003398,0.682967,371.366667
qwen,sum,fb237_v3_ind,200,1000,32,3,0.759133,0.014351,0.7573,0.006946,0.6519,0.018268,0.654167,0.012067,0.654167,0.012067,0.834767,0.006481,0.924633,0.003523,0.672267,402.933333
qwen,sum,fb237_v3_ind,100,1000,32,3,0.759467,0.013923,0.756433,0.008593,0.652267,0.01817,0.653433,0.014194,0.653433,0.014194,0.8309,0.007074,0.9258,0.00467,0.671033,228.166667
qwen,sum,fb237_v3_ind,125,1000,32,3,0.7607,0.011626,0.755333,0.006071,0.653067,0.014548,0.650367,0.009421,0.650367,0.009421,0.837433,0.005096,0.925033,0.004826,0.672033,272.533333
qwen,sum,fb237_v3_ind,50,1000,32,3,0.764533,0.013258,0.754367,0.006653,0.657267,0.016895,0.648067,0.011402,0.648067,0.011402,0.8344,0.006758,0.9258,0.00239,0.675233,135.5
qwen,sum,fb237_v3_ind,150,1000,32,3,0.7601,0.014068,0.754133,0.007343,0.653067,0.018551,0.648433,0.009473,0.648433,0.009473,0.8321,0.011763,0.926167,0.005873,0.6709,323.966667
qwen,sum,fb237_v3_ind,75,1000,32,3,0.759567,0.015068,0.753733,0.006612,0.652267,0.020256,0.649933,0.012255,0.649933,0.012255,0.829,0.012389,0.924267,0.006951,0.670767,181.966667
qwen,sum,fb237_v3_ind,175,1000,32,3,0.758633,0.007029,0.753133,0.012662,0.651467,0.00791,0.646933,0.019278,0.646933,0.019278,0.831333,0.012446,0.922733,0.001102,0.6683,367.4
qwen,sum,fb237_v3_ind,100,1000,16,3,0.739133,0.016454,0.734933,0.005948,0.630433,0.020756,0.629667,0.004539,0.629667,0.004539,0.8076,0.011414,0.909733,0.004479,0.645167,195.1
qwen,sum,fb237_v3_ind,150,1000,16,3,0.736733,0.014694,0.732633,0.006493,0.627767,0.018073,0.628133,0.013226,0.628133,0.013226,0.804933,0.00572,0.906633,0.000987,0.645133,277.1
qwen,sum,fb237_v3_ind,175,1000,16,3,0.737033,0.0123,0.731667,0.00319,0.6296,0.012494,0.626233,0.009965,0.626233,0.009965,0.8007,0.005437,0.908933,0.005577,0.6386,313.366667
qwen,sum,fb237_v3_ind,200,1000,16,3,0.738733,0.010538,0.731333,0.005256,0.6323,0.010046,0.623967,0.006603,0.623967,0.006603,0.8042,0.012372,0.912767,0.007197,0.645133,340.2
qwen,sum,fb237_v3_ind,75,1000,16,3,0.737667,0.013731,0.7311,0.008624,0.629667,0.017851,0.6251,0.011333,0.6251,0.011333,0.802633,0.012552,0.910867,0.001305,0.6434,156.166667
qwen,sum,fb237_v3_ind,125,1000,16,3,0.737333,0.018032,0.730167,0.002743,0.6289,0.020036,0.6243,0.004151,0.6243,0.004151,0.8034,0.010737,0.9074,0.002066,0.639533,233.3
qwen,sum,fb237_v3_ind,50,1000,16,3,0.735833,0.014886,0.728933,0.006309,0.6239,0.016597,0.622067,0.014233,0.622067,0.014233,0.803767,0.00942,0.906633,0.000987,0.639133,118.766667
