model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
qwen,sum,fb237_v3_ind_seed7001,50,1.0,16,7001,0.6821,0.6407,0.8646,0.7904,0.7607,0.6407,0.8684,0.9485,253.2,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,100,10.0,32,7001,0.689,0.6602,0.9309,0.8031,0.7864,0.6602,0.905,0.9691,402.3,Reach max iteration 50 | best_iter=43
qwen,sum,fb237_v3_ind_seed7005,100,10.0,32,7005,0.6793,0.6732,0.9018,0.7935,0.7816,0.6732,0.8704,0.9495,397.9,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7009,100,10.0,32,7009,0.6874,0.6878,0.9272,0.8018,0.8001,0.6878,0.8963,0.9735,406.2,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v3_ind_seed7001,100,10.0,48,7001,0.6879,0.6705,0.9309,0.8044,0.7875,0.6705,0.8993,0.9645,401.0,Reach max iteration 50 | best_iter=45
qwen,sum,fb237_v3_ind_seed7005,100,10.0,48,7005,0.6793,0.6433,0.8977,0.7912,0.7692,0.6433,0.8842,0.9495,408.1,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7009,100,10.0,48,7009,0.6931,0.6855,0.9272,0.8017,0.8026,0.6855,0.9067,0.9724,405.6,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v3_ind_seed7001,100,10.0,64,7001,0.6983,0.667,0.9309,0.8097,0.7902,0.667,0.9085,0.9725,399.5,Reach max iteration 50 | best_iter=43
qwen,sum,fb237_v3_ind_seed7005,100,10.0,64,7005,0.6712,0.664,0.9291,0.7935,0.7832,0.664,0.8876,0.961,406.1,Reach max iteration 50 | best_iter=26
qwen,sum,fb237_v3_ind_seed7009,100,10.0,64,7009,0.7115,0.7028,0.8503,0.8094,0.8093,0.7028,0.9055,0.9735,395.8,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,100,10.0,80,7001,0.7064,0.6636,0.8448,0.8111,0.7827,0.6636,0.8913,0.9611,398.8,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7005,100,10.0,80,7005,0.6816,0.6709,0.8992,0.794,0.789,0.6709,0.9014,0.9622,399.5,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7009,100,10.0,80,7009,0.7046,0.7051,0.8508,0.81,0.8103,0.7051,0.9113,0.9758,407.4,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,100,10.0,96,7001,0.704,0.6659,0.9308,0.8132,0.7861,0.6659,0.8959,0.9737,405.9,Reach max iteration 50 | best_iter=37
qwen,sum,fb237_v3_ind_seed7005,100,10.0,96,7005,0.6861,0.68,0.8856,0.797,0.7923,0.68,0.8888,0.9644,400.3,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7009,100,10.0,96,7009,0.6908,0.6982,0.8636,0.7982,0.8103,0.6982,0.9067,0.977,403.7,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,100,50.0,16,7001,0.7202,0.6716,0.9015,0.8254,0.7962,0.6716,0.9233,0.9737,402.8,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v3_ind_seed7005,100,50.0,16,7005,0.7079,0.6892,0.8804,0.8155,0.8035,0.6892,0.9037,0.9736,398.1,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7009,100,50.0,16,7009,0.7046,0.7166,0.8838,0.8128,0.8219,0.7166,0.9101,0.9816,406.6,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7001,100,50.0,32,7001,0.7191,0.6888,0.88,0.8247,0.8059,0.6888,0.9142,0.976,405.0,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7005,100,50.0,32,7005,0.709,0.7133,0.8612,0.8177,0.8132,0.7133,0.9002,0.969,396.8,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7009,100,50.0,32,7009,0.7126,0.7177,0.8535,0.8164,0.822,0.7177,0.9136,0.9781,402.8,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,100,50.0,48,7001,0.711,0.6876,0.9084,0.8214,0.8061,0.6876,0.9222,0.9794,408.6,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7005,100,50.0,48,7005,0.6999,0.6858,0.9107,0.8116,0.801,0.6858,0.8991,0.9656,399.5,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7009,100,50.0,48,7009,0.7069,0.712,0.8882,0.8161,0.8218,0.712,0.9251,0.9781,404.1,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v3_ind_seed7001,100,50.0,64,7001,0.7237,0.7014,0.8804,0.8259,0.8124,0.7014,0.9096,0.9805,407.5,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7005,100,50.0,64,7005,0.7022,0.6881,0.9114,0.8126,0.8043,0.6881,0.9106,0.9679,399.3,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7009,100,50.0,64,7009,0.7264,0.7339,0.8617,0.8252,0.8317,0.7339,0.9171,0.9804,396.5,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v3_ind_seed7001,100,50.0,80,7001,0.7214,0.6876,0.9161,0.8253,0.806,0.6876,0.9222,0.9817,405.0,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v3_ind_seed7005,100,50.0,80,7005,0.7113,0.6995,0.8827,0.8162,0.8052,0.6995,0.8956,0.9702,406.5,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7009,100,50.0,80,7009,0.7103,0.7131,0.9009,0.8194,0.8227,0.7131,0.9251,0.9781,408.9,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v3_ind_seed7001,100,50.0,96,7001,0.7098,0.6842,0.9104,0.82,0.8035,0.6842,0.9199,0.9783,407.3,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v3_ind_seed7005,100,50.0,96,7005,0.701,0.6915,0.9131,0.8138,0.8056,0.6915,0.9025,0.9702,396.4,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v3_ind_seed7009,100,50.0,96,7009,0.7149,0.7258,0.8743,0.8197,0.829,0.7258,0.9205,0.9839,406.9,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7001,100,100.0,16,7001,0.7341,0.6934,0.8446,0.8345,0.8094,0.6934,0.9153,0.9805,406.2,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v3_ind_seed7005,100,100.0,16,7005,0.7159,0.7087,0.8628,0.8187,0.8152,0.7087,0.914,0.9679,401.8,Reach max iteration 50 | best_iter=44
qwen,sum,fb237_v3_ind_seed7009,100,100.0,16,7009,0.723,0.7235,0.8588,0.825,0.8275,0.7235,0.9217,0.9816,401.2,Reach max iteration 50 | best_iter=45
qwen,sum,fb237_v3_ind_seed7001,100,100.0,32,7001,0.7364,0.7048,0.8592,0.8359,0.8178,0.7048,0.9233,0.984,404.0,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7005,100,100.0,32,7005,0.7239,0.7167,0.8581,0.8286,0.821,0.7167,0.9106,0.9759,411.9,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7009,100,100.0,32,7009,0.7276,0.7224,0.854,0.8277,0.8259,0.7224,0.9217,0.9816,403.6,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v3_ind_seed7001,100,100.0,48,7001,0.7364,0.6991,0.8678,0.8361,0.8137,0.6991,0.9245,0.984,399.6,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v3_ind_seed7005,100,100.0,48,7005,0.7262,0.7099,0.8713,0.8288,0.8164,0.7099,0.9151,0.9759,404.2,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v3_ind_seed7009,100,100.0,48,7009,0.7287,0.7154,0.8674,0.8288,0.8244,0.7154,0.9263,0.9839,399.7,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v3_ind_seed7001,100,100.0,64,7001,0.7364,0.7094,0.8681,0.8358,0.819,0.7094,0.9211,0.984,399.6,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v3_ind_seed7005,100,100.0,64,7005,0.7285,0.7122,0.8598,0.8287,0.8173,0.7122,0.9094,0.9725,399.0,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7009,100,100.0,64,7009,0.7345,0.7224,0.8654,0.8305,0.8284,0.7224,0.9297,0.9827,408.5,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7001,100,100.0,80,7001,0.7353,0.6991,0.8571,0.8349,0.8135,0.6991,0.9233,0.9794,406.5,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v3_ind_seed7005,100,100.0,80,7005,0.7205,0.7156,0.8715,0.8256,0.8184,0.7156,0.9037,0.9771,403.7,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v3_ind_seed7009,100,100.0,80,7009,0.7345,0.7247,0.8611,0.8327,0.8293,0.7247,0.9205,0.9827,408.5,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7001,100,100.0,96,7001,0.7306,0.7002,0.8755,0.8323,0.8135,0.7002,0.9222,0.984,405.3,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v3_ind_seed7005,100,100.0,96,7005,0.7239,0.7133,0.8747,0.8268,0.819,0.7133,0.9117,0.9759,400.9,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v3_ind_seed7009,100,100.0,96,7009,0.7299,0.7281,0.862,0.8279,0.8303,0.7281,0.9263,0.9827,402.5,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7001,100,500.0,16,7001,0.7052,0.6728,0.7164,0.8039,0.7789,0.6728,0.8638,0.9497,260.8,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v3_ind_seed7005,100,500.0,16,7005,0.6793,0.6835,0.7131,0.7804,0.7844,0.6835,0.8658,0.945,260.1,Reach max iteration 50 | best_iter=34
qwen,sum,fb237_v3_ind_seed7009,100,500.0,16,7009,0.6943,0.6763,0.7156,0.7916,0.7844,0.6763,0.8744,0.9585,258.9,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v3_ind_seed7001,100,500.0,32,7001,0.7121,0.6831,0.736,0.8129,0.7915,0.6831,0.8787,0.9611,297.8,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7005,100,500.0,32,7005,0.6884,0.7018,0.7298,0.7927,0.8005,0.7018,0.8796,0.953,296.8,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v3_ind_seed7009,100,500.0,32,7009,0.6989,0.6935,0.7347,0.7996,0.7967,0.6935,0.8802,0.9539,296.9,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v3_ind_seed7001,100,500.0,48,7001,0.726,0.6922,0.7448,0.8195,0.7982,0.6922,0.881,0.9668,339.4,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v3_ind_seed7005,100,500.0,48,7005,0.6987,0.7064,0.7384,0.7996,0.8036,0.7064,0.8819,0.9564,354.1,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v3_ind_seed7009,100,500.0,48,7009,0.7069,0.6959,0.736,0.8044,0.798,0.6959,0.8825,0.9608,339.3,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v3_ind_seed7001,100,500.0,64,7001,0.7283,0.6831,0.749,0.8238,0.7932,0.6831,0.8822,0.968,376.1,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7005,100,500.0,64,7005,0.7056,0.7144,0.7492,0.8055,0.8111,0.7144,0.8956,0.9599,368.4,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v3_ind_seed7009,100,500.0,64,7009,0.7103,0.7039,0.7523,0.8076,0.8064,0.7039,0.8917,0.9643,375.8,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7001,100,500.0,80,7001,0.7306,0.6911,0.7564,0.8263,0.7996,0.6911,0.8856,0.9725,406.2,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v3_ind_seed7005,100,500.0,80,7005,0.7079,0.7099,0.7369,0.8036,0.8027,0.7099,0.8784,0.9553,401.4,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v3_ind_seed7009,100,500.0,80,7009,0.7149,0.7062,0.7612,0.8114,0.8104,0.7062,0.8998,0.9677,399.2,Reach max iteration 50 | best_iter=23
qwen,sum,fb237_v3_ind_seed7001,100,500.0,96,7001,0.7353,0.7025,0.7656,0.8284,0.8068,0.7025,0.889,0.976,401.6,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7005,100,500.0,96,7005,0.7079,0.7236,0.7539,0.8087,0.817,0.7236,0.8956,0.9622,397.9,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v3_ind_seed7009,100,500.0,96,7009,0.7172,0.7039,0.7615,0.8144,0.8092,0.7039,0.8998,0.9689,399.3,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v3_ind_seed7001,100,1000.0,16,7001,0.6509,0.6247,0.6527,0.7563,0.7316,0.6247,0.8043,0.9085,196.8,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v3_ind_seed7005,100,1000.0,16,7005,0.6094,0.6307,0.6343,0.7235,0.7314,0.6307,0.7982,0.906,196.5,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v3_ind_seed7009,100,1000.0,16,7009,0.631,0.6336,0.6485,0.7376,0.7418,0.6336,0.8203,0.9147,192.0,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v3_ind_seed7001,100,1000.0,32,7001,0.6717,0.6373,0.6673,0.7751,0.7466,0.6373,0.8249,0.9302,229.7,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v3_ind_seed7005,100,1000.0,32,7005,0.6357,0.664,0.6718,0.7484,0.7602,0.664,0.8291,0.9209,227.8,Reach max iteration 50 | best_iter=39
qwen,sum,fb237_v3_ind_seed7009,100,1000.0,32,7009,0.6494,0.659,0.674,0.7549,0.7625,0.659,0.8387,0.9263,227.0,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7001,100,1000.0,48,7001,0.6809,0.6556,0.6842,0.7836,0.7612,0.6556,0.8364,0.9359,260.0,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v3_ind_seed7005,100,1000.0,48,7005,0.6541,0.6697,0.686,0.7633,0.7677,0.6697,0.8406,0.9266,260.9,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v3_ind_seed7009,100,1000.0,48,7009,0.6678,0.6717,0.685,0.7706,0.7724,0.6717,0.8468,0.932,251.1,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v3_ind_seed7001,100,1000.0,64,7001,0.6936,0.6579,0.6879,0.7928,0.766,0.6579,0.8501,0.9394,284.4,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7005,100,1000.0,64,7005,0.6564,0.6755,0.6939,0.7662,0.771,0.6755,0.8452,0.9369,287.1,Reach max iteration 50 | best_iter=36
qwen,sum,fb237_v3_ind_seed7009,100,1000.0,64,7009,0.6759,0.6705,0.6958,0.7764,0.7757,0.6705,0.8606,0.9378,289.3,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v3_ind_seed7001,100,1000.0,80,7001,0.6902,0.667,0.6988,0.7933,0.7735,0.667,0.857,0.9416,300.4,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7005,100,1000.0,80,7005,0.6655,0.6766,0.6945,0.7711,0.7773,0.6766,0.8635,0.9461,294.4,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7009,100,1000.0,80,7009,0.6759,0.6774,0.6983,0.7774,0.7801,0.6774,0.8606,0.9435,298.4,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7001,100,1000.0,96,7001,0.696,0.6636,0.7021,0.7953,0.7717,0.6636,0.8547,0.9451,332.5,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v3_ind_seed7005,100,1000.0,96,7005,0.6735,0.6869,0.7016,0.7779,0.783,0.6869,0.8578,0.9415,326.2,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v3_ind_seed7009,100,1000.0,96,7009,0.677,0.6774,0.6979,0.7779,0.7811,0.6774,0.8641,0.9447,325.2,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7001,125,1.0,16,7001,0.6775,0.643,0.9309,0.7917,0.7695,0.643,0.8867,0.96,473.2,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v3_ind_seed7005,125,1.0,16,7005,0.669,0.6537,0.9294,0.7867,0.7746,0.6537,0.8761,0.9564,483.8,Reach max iteration 50 | best_iter=40
qwen,sum,fb237_v3_ind_seed7009,125,1.0,16,7009,0.6816,0.6786,0.9272,0.7931,0.7918,0.6786,0.8929,0.9689,486.7,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v3_ind_seed7001,125,1.0,32,7001,0.6682,0.6442,0.9309,0.7845,0.7686,0.6442,0.881,0.9565,486.7,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7005,125,1.0,32,7005,0.6598,0.6445,0.9294,0.7773,0.7649,0.6445,0.875,0.9518,471.7,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7009,125,1.0,32,7009,0.6839,0.6935,0.9058,0.7966,0.8017,0.6935,0.8906,0.9712,477.7,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7001,125,1.0,48,7001,0.6936,0.6773,0.8625,0.7984,0.7867,0.6773,0.881,0.9531,487.3,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7005,125,1.0,48,7005,0.6598,0.6709,0.8539,0.7796,0.7792,0.6709,0.8704,0.9507,482.8,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7009,125,1.0,48,7009,0.6828,0.6855,0.8724,0.7938,0.7949,0.6855,0.8894,0.9654,482.8,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,125,1.0,64,7001,0.6936,0.6716,0.8851,0.7983,0.7861,0.6716,0.8833,0.9691,477.2,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v3_ind_seed7005,125,1.0,64,7005,0.669,0.6514,0.9173,0.7904,0.7734,0.6514,0.8784,0.9564,488.6,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7009,125,1.0,64,7009,0.6851,0.7039,0.8301,0.7935,0.8078,0.7039,0.9044,0.9654,489.3,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,125,1.0,80,7001,0.6879,0.6465,0.8816,0.7962,0.7689,0.6465,0.8787,0.9508,485.5,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7005,125,1.0,80,7005,0.6529,0.6422,0.9294,0.7756,0.7661,0.6422,0.8704,0.9507,491.6,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v3_ind_seed7009,125,1.0,80,7009,0.6977,0.7108,0.8774,0.8031,0.8142,0.7108,0.9021,0.9689,485.8,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,125,1.0,96,7001,0.689,0.6602,0.9025,0.7985,0.7794,0.6602,0.8833,0.9565,487.5,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7005,125,1.0,96,7005,0.6678,0.6606,0.9052,0.788,0.7813,0.6606,0.8888,0.9679,487.7,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7009,125,1.0,96,7009,0.6897,0.6901,0.86,0.7973,0.8036,0.6901,0.9101,0.9712,484.7,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,125,5.0,16,7001,0.696,0.651,0.9309,0.807,0.7745,0.651,0.8902,0.9622,476.3,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v3_ind_seed7005,125,5.0,16,7005,0.6838,0.6606,0.9294,0.7982,0.7829,0.6606,0.8888,0.9587,479.3,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v3_ind_seed7009,125,5.0,16,7009,0.6874,0.6924,0.9272,0.801,0.8024,0.6924,0.9067,0.9677,482.5,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v3_ind_seed7001,125,5.0,32,7001,0.6867,0.6682,0.9309,0.801,0.7886,0.6682,0.9005,0.9668,474.9,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7005,125,5.0,32,7005,0.6632,0.6628,0.9294,0.7859,0.7844,0.6628,0.8922,0.961,473.6,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v3_ind_seed7009,125,5.0,32,7009,0.6874,0.6959,0.8931,0.7977,0.8029,0.6959,0.894,0.9712,478.6,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7001,125,5.0,48,7001,0.7017,0.6808,0.8612,0.8025,0.7874,0.6808,0.8776,0.9554,479.3,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7005,125,5.0,48,7005,0.6724,0.6697,0.9294,0.7922,0.7886,0.6697,0.8979,0.9553,485.7,Reach max iteration 50 | best_iter=43
qwen,sum,fb237_v3_ind_seed7009,125,5.0,48,7009,0.6966,0.6993,0.8916,0.8011,0.8062,0.6993,0.894,0.9747,485.7,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,125,5.0,64,7001,0.6855,0.6693,0.9309,0.8012,0.7887,0.6693,0.9005,0.968,478.7,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v3_ind_seed7005,125,5.0,64,7005,0.6632,0.6674,0.9294,0.7872,0.7858,0.6674,0.8876,0.9564,488.5,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7009,125,5.0,64,7009,0.677,0.6947,0.9272,0.7978,0.8072,0.6947,0.9113,0.9758,487.9,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7001,125,5.0,80,7001,0.6809,0.6625,0.9309,0.801,0.7852,0.6625,0.9016,0.9577,492.3,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v3_ind_seed7005,125,5.0,80,7005,0.6712,0.6548,0.9294,0.7896,0.7756,0.6548,0.8773,0.9576,481.7,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v3_ind_seed7009,125,5.0,80,7009,0.6851,0.7154,0.883,0.798,0.8168,0.7154,0.9032,0.97,490.0,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,125,5.0,96,7001,0.6867,0.659,0.9309,0.8017,0.7821,0.659,0.8947,0.9622,491.0,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7005,125,5.0,96,7005,0.6712,0.6479,0.9294,0.791,0.7745,0.6479,0.8876,0.9656,492.9,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7009,125,5.0,96,7009,0.6851,0.6959,0.9272,0.7999,0.8065,0.6959,0.9136,0.9735,487.3,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7001,125,10.0,16,7001,0.6948,0.6545,0.9309,0.8078,0.7797,0.6545,0.8936,0.9691,474.5,Reach max iteration 50 | best_iter=43
qwen,sum,fb237_v3_ind_seed7005,125,10.0,16,7005,0.6827,0.6617,0.929,0.7997,0.7859,0.6617,0.9014,0.9564,490.4,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v3_ind_seed7009,125,10.0,16,7009,0.6782,0.7039,0.9272,0.798,0.8124,0.7039,0.9055,0.9735,467.6,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v3_ind_seed7001,125,10.0,32,7001,0.6925,0.6682,0.9309,0.8062,0.7911,0.6682,0.9062,0.9725,493.9,Reach max iteration 50 | best_iter=39
qwen,sum,fb237_v3_ind_seed7005,125,10.0,32,7005,0.6712,0.6686,0.9291,0.793,0.7901,0.6686,0.9002,0.9633,476.5,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v3_ind_seed7009,125,10.0,32,7009,0.6897,0.6935,0.9096,0.801,0.8043,0.6935,0.8986,0.9712,495.5,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,125,10.0,48,7001,0.6913,0.667,0.9309,0.8065,0.7865,0.667,0.8959,0.9748,486.9,Reach max iteration 50 | best_iter=40
qwen,sum,fb237_v3_ind_seed7005,125,10.0,48,7005,0.669,0.6628,0.929,0.7908,0.7844,0.6628,0.9014,0.9564,477.0,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v3_ind_seed7009,125,10.0,48,7009,0.6954,0.6935,0.8769,0.8033,0.8004,0.6935,0.8906,0.9735,485.9,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,125,10.0,64,7001,0.696,0.667,0.9308,0.8073,0.7904,0.667,0.9016,0.9725,484.9,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v3_ind_seed7005,125,10.0,64,7005,0.6747,0.6697,0.929,0.7954,0.7878,0.6697,0.8899,0.961,487.2,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v3_ind_seed7009,125,10.0,64,7009,0.6816,0.6947,0.9272,0.8016,0.8081,0.6947,0.9147,0.977,477.5,Reach max iteration 50 | best_iter=28
qwen,sum,fb237_v3_ind_seed7001,125,10.0,80,7001,0.689,0.6762,0.9309,0.806,0.7948,0.6762,0.905,0.9668,492.5,Reach max iteration 50 | best_iter=42
qwen,sum,fb237_v3_ind_seed7005,125,10.0,80,7005,0.6712,0.6594,0.929,0.7922,0.7842,0.6594,0.9025,0.9633,479.2,Reach max iteration 50 | best_iter=45
qwen,sum,fb237_v3_ind_seed7009,125,10.0,80,7009,0.6851,0.6924,0.9199,0.7997,0.8075,0.6924,0.9067,0.9804,479.9,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v3_ind_seed7001,125,10.0,96,7001,0.6902,0.6693,0.9308,0.8064,0.7886,0.6693,0.8993,0.9714,483.3,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7005,125,10.0,96,7005,0.6724,0.6617,0.929,0.7955,0.785,0.6617,0.9014,0.9656,492.4,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7009,125,10.0,96,7009,0.6862,0.6924,0.9272,0.8024,0.8059,0.6924,0.9101,0.9747,487.4,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v3_ind_seed7001,125,50.0,16,7001,0.7156,0.6831,0.8773,0.8237,0.8059,0.6831,0.9188,0.9794,485.4,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7005,125,50.0,16,7005,0.7033,0.6984,0.9061,0.8136,0.8086,0.6984,0.9083,0.9679,479.9,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v3_ind_seed7009,125,50.0,16,7009,0.7,0.6982,0.9126,0.8123,0.8119,0.6982,0.9159,0.9793,481.4,Reach max iteration 50 | best_iter=42
qwen,sum,fb237_v3_ind_seed7001,125,50.0,32,7001,0.7202,0.6808,0.8917,0.8259,0.8026,0.6808,0.9222,0.9805,478.0,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v3_ind_seed7005,125,50.0,32,7005,0.7045,0.7041,0.8904,0.8137,0.8129,0.7041,0.9048,0.9771,479.9,Reach max iteration 50 | best_iter=4
